Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire,film_id,realisateur_id,rang,titre,titre_vo,realisateur,genre,annee,pays,entrees,salles,moy_salle,part_marche,affiche,moyenne_fr_realisateur,sortie,distributeur,classification,acteurs,moyennes_individuelles_acteurs
hhhh,101379.0,242999,Cédric Jimenez,France,Thriller,2017-06-07,Tous publics,Mars Distribution,,,0,3,4.0,Rosamund Pike,Gilles Lellouche,17067,1035.0,4209,hhhh,HHhH (The Man with the Iron Heart),Cédric Jimenez,Thriller,2017,f25,101379,300,338,42  %,cinema/images/posters/17067-20170529093815-0.jpg,1288078.0,07/06/2017,Mars Distribution,Tous publics,"[{'id': '955', 'name': 'Rosamund Pike', 'role': 'Rôle principal', 'character': 'Lina Heydrich'}, {'id': '701', 'name': 'Gilles Lellouche', 'role': 'Second rôle', 'character': 'Vaclav Moravek'}]","[{'name': 'Rosamund Pike', 'moyenne': 578277}, {'name': 'Gilles Lellouche', 'moyenne': 898194}]"
indian palace,101379.0,309347,,Grande-Bretagne,Comédie dramatique,2012-05-09,Tous publics,20th Century Fox,,,0,5,7.0,Judi Dench,Dev Patel,12738,,4208,indian palace,,,Comédie dramatique,2012,f26,101379,199,509,33  %,cinema/images/posters/12738-20120331040347.jpg,,09/05/2012,20th Century Fox,Tous publics,"[{'id': '901', 'name': 'Judi Dench', 'role': 'Rôle principal', 'character': 'Evelyn Greenslade'}, {'id': '1012', 'name': 'Dev Patel', 'role': 'Second rôle', 'character': 'Sonny Kapoor'}]","[{'name': 'Judi Dench', 'moyenne': 1242217}, {'name': 'Dev Patel', 'moyenne': 975389}]"
"il était une fois, une fois",101383.0,137573,,France,Comédie,2012-02-15,Tous publics,UGC Distribution,,,0,1,14.0,François-Xavier Demaison,,12606,,4207,"il était une fois, une fois",,,Comédie,2012,f25,101383,248,409,74  %,cinema/images/posters/12606-20120115110117.jpg,,15/02/2012,UGC Distribution,Tous publics,"[{'id': '713', 'name': 'François-Xavier Demaison', 'role': 'Rôle principal', 'character': 'Willy Vanderbrook'}, {'id': '1048', 'name': 'Jonathan Cohen', 'role': 'Apparition', 'character': 'Dir. des ressources humaines'}, {'id': '1015', 'name': 'Camille Cottin', 'role': 'Apparition', 'character': 'La mère de Juliette'}]","[{'name': 'François-Xavier Demaison', 'moyenne': 819033}, {'name': 'Jonathan Cohen', 'moyenne': 694715}, {'name': 'Camille Cottin', 'moyenne': 372997}]"
blanc comme neige,101499.0,127778,,France,Thriller,2010-03-17,Tous publics,MK2 Diffusion,,,0,2,10.0,"Louise Bourgoin, François Cluzet, Oliver Gourmet",,11164,,4206,blanc comme neige,,,Thriller,2010,f25,101499,198,513,79  %,cinema/images/posters/11164-20100202020212.jpg,,17/03/2010,MK2 Diffusion,Tous publics,"[{'id': '774', 'name': 'Louise Bourgoin', 'role': 'Rôle principal', 'character': 'Michele'}, {'id': '130', 'name': 'François Cluzet', 'role': 'Rôle principal', 'character': 'Maxime'}, {'id': '997', 'name': 'Oliver Gourmet', 'role': 'Rôle principal', 'character': 'Gregoire'}]","[{'name': 'Louise Bourgoin', 'moyenne': 501330}, {'name': 'François Cluzet', 'moyenne': 936250}, {'name': 'Oliver Gourmet', 'moyenne': 462258}]"
enquête sur un scandale d'état,101542.0,223904,,France,Thriller,2022-02-09,Tous publics,Pyramide,,,0,3,7.0,"Vincent Lindon, Pio Marmaï, Roschdy Zem",,21696,,4204,enquête sur un scandale d'état,,,Thriller,2022,f25,101542,194,523,45  %,cinema/images/posters/21696-20220102070841-0.jpg,,09/02/2022,Pyramide,Tous publics,"[{'id': '354', 'name': 'Vincent Lindon', 'role': 'Rôle principal', 'character': 'Jacques Billard'}, {'id': '1046', 'name': 'Pio Marmaï', 'role': 'Rôle principal', 'character': 'Stéphane Vilner'}, {'id': '558', 'name': 'Roschdy Zem', 'role': 'Rôle principal', 'character': 'Hubert Antoine'}]","[{'name': 'Vincent Lindon', 'moyenne': 602467}, {'name': 'Pio Marmaï', 'moyenne': 488178}, {'name': 'Roschdy Zem', 'moyenne': 464103}]"
fly me to the moon,101548.0,270867,,Belgique,Animation,2008-10-29,Tous publics,MK2 Diffusion,,,0,1,10.0,,,10361,,4203,fly me to the moon,,,Animation,2008,f8,101548,51,1991,37  %,cinema/images/posters/np_10361.jpg,,29/10/2008,MK2 Diffusion,Tous publics,"[{'id': '85', 'name': 'Christopher Lloyd', 'role': 'Voix-off', 'character': 'Grandpa'}]","[{'name': 'Christopher Lloyd', 'moyenne': 1101679}]"
effraction (2011),101567.0,212229,Joel Schumacher,Etats-Unis,Thriller,2012-07-18,Moins de 12 ans,Metropolitan,,,0,3,8.0,"Nicolas Cage, Nicole Kidman",,12408,213.0,4202,effraction (2011),Trespass (2011),Joel Schumacher,Thriller,2012,f23,101567,179,567,48  %,cinema/images/posters/12408-20120712090721.jpg,524703.0,18/07/2012,Metropolitan,,"[{'id': '271', 'name': 'Nicolas Cage', 'role': 'Rôle principal', 'character': 'Kyle'}, {'id': '273', 'name': 'Nicole Kidman', 'role': 'Rôle principal', 'character': 'Sarah'}]","[{'name': 'Nicolas Cage', 'moyenne': 608203}, {'name': 'Nicole Kidman', 'moyenne': 659808}]"
apprenti gigolo,101850.0,232651,,Etats-Unis,Comédie,2014-04-09,Tous publics,ARP Selection,,,0,3,8.0,,"Liev Schreiber, Sharon Stone",14184,,4191,apprenti gigolo,,,Comédie,2014,f23,101850,184,554,44  %,cinema/images/posters/14184-20140330093630-0.jpg,,09/04/2014,ARP Selection,Tous publics,"[{'id': '861', 'name': 'Liev Schreiber', 'role': 'Second rôle', 'character': 'Dovi'}, {'id': '335', 'name': 'Sharon Stone', 'role': 'Second rôle', 'character': 'le Docteur Parker'}]","[{'name': 'Liev Schreiber', 'moyenne': 599554}, {'name': 'Sharon Stone', 'moyenne': 705446}]"
tini – la nouvelle vie de violetta,102111.0,189243,,Argentine,Film familial,2016-05-04,Tous publics,Walt Disney Pictures,,,0,3,7.0,,,15842,,4184,tini – la nouvelle vie de violetta,,,Film familial,2016,f5,102111,357,286,54  %,cinema/images/posters/15842-20160503063121-4.jpg,,04/05/2016,Walt Disney Pictures,Tous publics,,
no escape (2015),101927.0,182349,,Etats-Unis,Aventure - Action,2015-09-02,Moins de 12 ans,SND,,,0,2,5.0,"Pierce Brosnan, Owen Wilson",,15376,,4190,no escape (2015),,,Aventure - Action,2015,f23,101927,188,542,56  %,cinema/images/posters/15376-20150815102914-1.jpg,,02/09/2015,SND,,"[{'id': '279', 'name': 'Pierce Brosnan', 'role': 'Rôle principal', 'character': 'Hammond'}, {'id': '278', 'name': 'Owen Wilson', 'role': 'Rôle principal', 'character': 'Jack Dwyer'}]","[{'name': 'Pierce Brosnan', 'moyenne': 942816}, {'name': 'Owen Wilson', 'moyenne': 683014}]"
bienvenue à suburbicon,102006.0,175142,George Clooney,Etats-Unis,Comédie dramatique,2017-12-06,Moins de 12 ans,Metropolitan,,,0,2,10.0,"Matt Damon, Julianne Moore",,17339,938.0,4188,bienvenue à suburbicon,Suburbicon,George Clooney,Comédie dramatique,2017,f23,102006,218,468,58  %,cinema/images/posters/17339-20171024014828-0.jpg,479266.0,06/12/2017,Metropolitan,,"[{'id': '248', 'name': 'Matt Damon', 'role': 'Rôle principal', 'character': 'Gardner'}, {'id': '200', 'name': 'Julianne Moore', 'role': 'Rôle principal', 'character': 'Margaret / Rose'}]","[{'name': 'Matt Damon', 'moyenne': 1033919}, {'name': 'Julianne Moore', 'moyenne': 577795}]"
ant-man,102010.0,1762459,,Etats-Unis,Comicbook,2015-07-14,Tous publics,Walt Disney Pictures,,,0,8,2.0,Paul Rudd,Michael Douglas,13745,,4187,ant-man,,,Comicbook,2015,f23,102010,619,165,6  %,cinema/images/posters/13745-20150711011617-2.jpg,,14/07/2015,Walt Disney Pictures,Tous publics,"[{'id': '807', 'name': 'Paul Rudd', 'role': 'Rôle principal', 'character': 'Scott Lang / Ant-Man'}, {'id': '250', 'name': 'Michael Douglas', 'role': 'Second rôle', 'character': 'Dr. Hank Pym'}]","[{'name': 'Paul Rudd', 'moyenne': 912182}, {'name': 'Michael Douglas', 'moyenne': 1018055}]"
de l'autre côté,102395.0,435094,,Turquie,Comédie dramatique,2007-11-14,Tous publics,Pyramide,,,0,2,6.0,,,9935,,4175,de l'autre côté,,,Comédie dramatique,2007,f55,102395,161,636,24  %,cinema/images/posters/np_9935.jpg,,14/11/2007,Pyramide,Tous publics,,
elyas,102095.0,179758,,France,Thriller,2024-07-03,Moins de 12 ans,Studiocanal,,,0,3,7.0,Roschdy Zem,,23833,,4186,elyas,,,Thriller,2024,f25,102095,317,322,57  %,cinema/images/posters/A-2024-23833-20240629011654.jpg,,03/07/2024,Studiocanal,,"[{'id': '558', 'name': 'Roschdy Zem', 'role': 'Rôle principal', 'character': 'Elyas'}]","[{'name': 'Roschdy Zem', 'moyenne': 464103}]"
tetro,102108.0,406120,Francis F. Coppola,Etats-Unis,Drame,2009-12-23,Tous publics,Memento Films,,,0,6,10.0,,,10840,132.0,4185,tetro,Tetro,Francis F. Coppola,Drame,2009,f23,102108,113,904,25  %,cinema/images/posters/10840-20091108081116.jpg,807257.0,23/12/2009,Memento Films,Tous publics,,
big city,102860.0,313687,,France,Film familial,2007-12-12,Tous publics,Gaumont,,,0,1,9.0,,,9968,,4164,big city,,,Film familial,2007,f25,102860,390,264,33  %,cinema/images/posters/np_9968.jpg,,12/12/2007,Gaumont,Tous publics,,
zoolander,102195.0,146558,,Etats-Unis,Comédie,2002-01-02,Tous publics,UIP,,,0,2,9.0,"Ben Stiller, Owen Wilson","Will Ferrell, Milla Jovovich, Jon Voight",2231,,4183,zoolander,,,Comédie,2002,f23,102195,234,437,70  %,cinema/images/posters/zoolander.jpg,,02/01/2002,UIP,Tous publics,"[{'id': '63', 'name': 'Ben Stiller', 'role': 'Rôle principal', 'character': 'Derek Zoolander'}, {'id': '278', 'name': 'Owen Wilson', 'role': 'Rôle principal', 'character': 'Hansel'}, {'id': '358', 'name': 'Will Ferrell', 'role': 'Second rôle', 'character': 'Jacobim Mugatu'}, {'id': '256', 'name': 'Milla Jovovich', 'role': 'Second rôle', 'character': 'Katinka'}, {'id': '494', 'name': 'Jon Voight', 'role': 'Second rôle', 'character': 'Larry Zoolander'}, {'id': '275', 'name': 'Natalie Portman', 'role': 'Apparition', 'character': ''}, {'id': '365', 'name': 'Winona Ryder', 'role': 'Apparition', 'character': 'Elle-même'}, {'id': '357', 'name': 'Vince Vaughn', 'role': 'Apparition', 'character': 'Luke Zoolander'}, {'id': '80', 'name': 'Cuba Gooding Jr.', 'role': 'Apparition', 'character': 'Lui-même'}]","[{'name': 'Ben Stiller', 'moyenne': 639733}, {'name': 'Owen Wilson', 'moyenne': 683014}, {'name': 'Will Ferrell', 'moyenne': 441872}, {'name': 'Milla Jovovich', 'moyenne': 778222}, {'name': 'Jon Voight', 'moyenne': 1023670}, {'name': 'Natalie Portman', 'moyenne': 1348049}, {'name': 'Winona Ryder', 'moyenne': 580454}, {'name': 'Vince Vaughn', 'moyenne': 524166}, {'name': 'Cuba Gooding Jr.', 'moyenne': 624628}]"
la folle histoire de max et léon,102223.0,1228382,,France,Comédie,2016-11-01,Tous publics,Studiocanal,,,1,7,1.0,,,16380,,4182,la folle histoire de max et léon,,,Comédie,2016,f25,102223,404,253,8  %,cinema/images/posters/16380-20161031043558-0.jpg,,01/11/2016,Studiocanal,Tous publics,"[{'id': '1048', 'name': 'Jonathan Cohen', 'role': 'Apparition', 'character': 'Commandant Beaulieu'}, {'id': '82', 'name': 'Christophe Lambert', 'role': 'Apparition', 'character': ''}, {'id': '462', 'name': 'Kad Merad', 'role': 'Apparition', 'character': ''}]","[{'name': 'Jonathan Cohen', 'moyenne': 694715}, {'name': 'Christophe Lambert', 'moyenne': 621632}, {'name': 'Kad Merad', 'moyenne': 1302807}]"
iris (2016),102231.0,151259,,France,Thriller,2016-11-16,Moins de 12 ans,Universal,,,0,2,10.0,Romain Duris,Camille Cottin,16428,,4181,iris (2016),,,Thriller,2016,f25,102231,292,350,68  %,cinema/images/posters/16428-20161113010313-0.jpg,,16/11/2016,Universal,,"[{'id': '297', 'name': 'Romain Duris', 'role': 'Rôle principal', 'character': 'Max Lopez'}, {'id': '1015', 'name': 'Camille Cottin', 'role': 'Second rôle', 'character': 'Nathalie Vasseur'}]","[{'name': 'Romain Duris', 'moyenne': 659140}, {'name': 'Camille Cottin', 'moyenne': 372997}]"
my week with marilyn,102244.0,198907,,Grande-Bretagne,Drame,2012-04-04,Tous publics,Studiocanal,,,0,2,11.0,"Kenneth Branagh, Eddie Redmayne","Judi Dench, Emma Watson",12500,,4180,my week with marilyn,,,Drame,2012,f26,102244,217,471,51  %,cinema/images/posters/12500-20111216051239.jpg,,04/04/2012,Studiocanal,Tous publics,"[{'id': '379', 'name': 'Kenneth Branagh', 'role': 'Rôle principal', 'character': 'Sir Laurence Olivier'}, {'id': '889', 'name': 'Eddie Redmayne', 'role': 'Rôle principal', 'character': 'Colin Clark'}, {'id': '901', 'name': 'Judi Dench', 'role': 'Second rôle', 'character': 'Dame Sybil Thorndike'}, {'id': '810', 'name': 'Emma Watson', 'role': 'Second rôle', 'character': 'Lucy'}]","[{'name': 'Kenneth Branagh', 'moyenne': 1144969}, {'name': 'Eddie Redmayne', 'moyenne': 1231262}, {'name': 'Judi Dench', 'moyenne': 1242217}, {'name': 'Emma Watson', 'moyenne': 3449268}]"
the son,102272.0,234652,,Etats-Unis,Drame,2023-03-01,Tous publics,UGC Distribution,,,0,2,9.0,Hugh Jackman,Anthony Hopkins,22465,,4179,the son,,,Drame,2023,f23,102272,332,308,44  %,cinema/images/posters/22465-20221127084701-0.jpg,,01/03/2023,UGC Distribution,Tous publics,"[{'id': '160', 'name': 'Hugh Jackman', 'role': 'Rôle principal', 'character': 'Peter'}, {'id': '13', 'name': 'Anthony Hopkins', 'role': 'Second rôle', 'character': 'Anthony'}]","[{'name': 'Hugh Jackman', 'moyenne': 1204170}, {'name': 'Anthony Hopkins', 'moyenne': 871117}]"
angel (2007),102276.0,169353,François Ozon,France,Drame,2007-03-14,Tous publics,Wild Bunch,,,0,0,,"Charlotte Rampling, Sam Neill",Michael Fassbender,86,135.0,4178,angel (2007),Angel (2007),François Ozon,Drame,2007,f25,102276,161,635,60  %,cinema/images/posters/p_4820.jpg,665204.0,14/03/2007,Wild Bunch,Tous publics,"[{'id': '929', 'name': 'Charlotte Rampling', 'role': 'Rôle principal', 'character': ''}, {'id': '327', 'name': 'Sam Neill', 'role': 'Rôle principal', 'character': 'Théo'}, {'id': '789', 'name': 'Michael Fassbender', 'role': 'Second rôle', 'character': 'Esmé'}]","[{'name': 'Charlotte Rampling', 'moyenne': 592872}, {'name': 'Sam Neill', 'moyenne': 847100}, {'name': 'Michael Fassbender', 'moyenne': 816691}]"
only lovers left alive,102358.0,314861,Jim Jarmusch,Allemagne,Romance,2014-02-19,Tous publics,Le Pacte,,,0,2,12.0,,,14128,915.0,4177,only lovers left alive,Only Lovers Left Alive,Jim Jarmusch,Romance,2014,f4,102358,128,800,33  %,cinema/images/posters/14128-20140216074117-1.jpg,333295.0,19/02/2014,Le Pacte,Tous publics,,
blink twice,102387.0,300421,,Etats-Unis,Thriller,2024-08-21,Moins de 12 ans,Warner Bros.,,,0,5,10.0,Channing Tatum,Christian Slater,23886,,4176,blink twice,,,Thriller,2024,f23,102387,251,408,34  %,cinema/images/posters/A-2024-23886-20240816053534.jpg,,21/08/2024,Warner Bros.,,"[{'id': '780', 'name': 'Channing Tatum', 'role': 'Rôle principal', 'character': 'Slater'}, {'id': '98', 'name': 'Christian Slater', 'role': 'Second rôle', 'character': 'Vic'}]","[{'name': 'Channing Tatum', 'moyenne': 602867}, {'name': 'Christian Slater', 'moyenne': 531912}]"
la colle,102968.0,163304,,France,Comédie,2017-07-19,Tous publics,Universal,,,0,2,7.0,,,17243,,4161,la colle,,,Comédie,2017,f25,102968,295,349,63  %,cinema/images/posters/17243-20170721024620-0.jpg,,19/07/2017,Universal,Tous publics,,
attention au départ !,102498.0,187203,,France,Comédie,2021-08-18,Tous publics,SND,,,0,3,7.0,"Jérôme Commandeur, André Dussollier",,21232,,4173,attention au départ !,,,Comédie,2021,f25,102498,407,252,55  %,cinema/images/posters/21232-20210813062505-0.jpg,,18/08/2021,SND,Tous publics,"[{'id': '1033', 'name': 'Jérôme Commandeur', 'role': 'Rôle principal', 'character': 'Benjamin'}, {'id': '8', 'name': 'André Dussollier', 'role': 'Rôle principal', 'character': 'Antoine'}]","[{'name': 'Jérôme Commandeur', 'moyenne': 2130424}, {'name': 'André Dussollier', 'moyenne': 799227}]"
maps to the stars,102629.0,253087,David Cronenberg,Canada,Drame,2014-05-21,Moins de 12 ans,Le Pacte,,,0,3,8.0,Julianne Moore,"John Cusack, Robert Pattinson",14215,96.0,4172,maps to the stars,Maps To The Stars,David Cronenberg,Drame,2014,f14.png,102629,239,429,41  %,cinema/images/posters/14215-20140517052841-0.jpg,464383.0,21/05/2014,Le Pacte,,"[{'id': '200', 'name': 'Julianne Moore', 'role': 'Rôle principal', 'character': 'Havana Segrand'}, {'id': '179', 'name': 'John Cusack', 'role': 'Second rôle', 'character': 'Dr. Stafford Weiss'}, {'id': '710', 'name': 'Robert Pattinson', 'role': 'Second rôle', 'character': 'Jerome Fontana'}]","[{'name': 'Julianne Moore', 'moyenne': 577795}, {'name': 'John Cusack', 'moyenne': 489897}, {'name': 'Robert Pattinson', 'moyenne': 1913382}]"
joyeux bordel !,102897.0,152658,,Etats-Unis,Comédie,2016-12-21,Tous publics,Metropolitan,,,0,1,13.0,Jason Bateman,Jennifer Aniston,16402,,4163,joyeux bordel !,,,Comédie,2016,f23,102897,227,453,67  %,cinema/images/posters/16402-20161219035552-2.jpg,,21/12/2016,Metropolitan,Tous publics,"[{'id': '837', 'name': 'Jason Bateman', 'role': 'Rôle principal', 'character': 'Josh'}, {'id': '22', 'name': 'Jennifer Aniston', 'role': 'Second rôle', 'character': 'Carol'}]","[{'name': 'Jason Bateman', 'moyenne': 524359}, {'name': 'Jennifer Aniston', 'moyenne': 398030}]"
decision to leave,103303.0,303187,,Corée du Sud,Drame,2022-06-29,Tous publics,Bac Films,,,0,7,9.0,,,22167,,4151,decision to leave,,,Drame,2022,f18,103303,198,522,34  %,cinema/images/posters/22167-20220626105202-0.jpg,,29/06/2022,Bac Films,Tous publics,,
calendar girls,102919.0,214589,,Grande-Bretagne,Comédie,2003-12-31,Tous publics,GBVI,,,0,2,8.0,Helen Mirren,,1537,,4162,calendar girls,,,Comédie,2003,f26,102919,203,507,48  %,cinema/images/posters/calendargirls.jpg,,31/12/2003,GBVI,Tous publics,"[{'id': '851', 'name': 'Helen Mirren', 'role': 'Rôle principal', 'character': 'Chris'}]","[{'name': 'Helen Mirren', 'moyenne': 579047}]"
catacombes,103006.0,206319,,Etats-Unis,Horreur,2014-08-20,Moins de 12 ans,Universal,,,0,3,11.0,,François Civil,14444,,4158,catacombes,,,Horreur,2014,f23,103006,139,741,50  %,cinema/images/posters/14444-20140818033640-0.jpg,,20/08/2014,Universal,,"[{'id': '1041', 'name': 'François Civil', 'role': 'Second rôle', 'character': 'Papillon'}]","[{'name': 'François Civil', 'moyenne': 1063617}]"
respire,103120.0,213530,,France,Drame,2014-11-12,Tous publics,Gaumont,,,0,3,7.0,,Isabelle Carré,14681,,4155,respire,,,Drame,2014,f25,103120,200,516,48  %,cinema/images/posters/14681-20141109030713-0.jpg,,12/11/2014,Gaumont,Tous publics,"[{'id': '390', 'name': 'Isabelle Carré', 'role': 'Second rôle', 'character': 'Vanessa'}]","[{'name': 'Isabelle Carré', 'moyenne': 448247}]"
main dans la main,103165.0,306404,,France,Comédie dramatique,2012-12-19,Tous publics,Wild Bunch,,,0,4,10.0,Valérie Lemercier,,13109,,4154,main dans la main,,,Comédie dramatique,2012,f25,103165,196,526,34  %,cinema/images/posters/13109-20121027101046.jpg,,19/12/2012,Wild Bunch,Tous publics,"[{'id': '497', 'name': 'Valérie Lemercier', 'role': 'Rôle principal', 'character': 'Hélène Marchal'}]","[{'name': 'Valérie Lemercier', 'moyenne': 1499262}]"
faut pas lui dire,103484.0,146759,,France,Comédie,2017-01-04,Tous publics,Sony Pictures,,,0,1,9.0,,,16622,,4143,faut pas lui dire,,,Comédie,2017,f25,103484,233,444,71  %,cinema/images/posters/16622-20170104085225-0.jpg,,04/01/2017,Sony Pictures,Tous publics,,
perfect days,103232.0,397479,Win Wenders,Allemagne,Comédie dramatique,2023-11-29,Tous publics,Haut et Court,,,0,5,6.0,,,22945,888.0,4152,perfect days,Perfect Days,Win Wenders,Comédie dramatique,2023,f4,103232,183,564,26  %,cinema/images/posters/A-2023-22945-20231118120316.jpg,351921.0,29/11/2023,Haut et Court,Tous publics,,
l'ombre d'emily,103377.0,179331,Paul Feig,Etats-Unis,Thriller,2018-09-26,Tous publics,Metropolitan,,,0,2,7.0,,,18376,975.0,4149,l'ombre d'emily,A Simple Favor,Paul Feig,Thriller,2018,f23,103377,289,358,58  %,cinema/images/posters/18376-20180902103046-0.jpg,412433.0,26/09/2018,Metropolitan,Tous publics,,
unfriended: dark web,103423.0,212866,,Etats-Unis,Thriller,2018-12-26,Moins de 12 ans,Apollo Films,,,0,2,17.0,,,18190,,4148,unfriended: dark web,,,Thriller,2018,f23,103423,119,869,49  %,cinema/images/posters/18190-20181222104659-0.jpg,,26/12/2018,Apollo Films,,,
manhattan lockdown,103460.0,182731,,Etats-Unis,Thriller,2020-01-01,Tous publics,Metropolitan,,,0,2,11.0,Chadwick Boseman,,19369,,4146,manhattan lockdown,,,Thriller,2020,f23,103460,214,483,57  %,cinema/images/posters/19369-20191116063829-0.jpg,,01/01/2020,Metropolitan,Tous publics,"[{'id': '1007', 'name': 'Chadwick Boseman', 'role': 'Rôle principal', 'character': 'Andre Davis'}]","[{'name': 'Chadwick Boseman', 'moyenne': 2444599}]"
les amandiers,104057.0,213935,,France,Comédie dramatique,2022-11-16,Tous publics,Ad vitam,,,0,3,7.0,,,22511,,4125,les amandiers,,,Comédie dramatique,2022,f25,104057,247,421,49  %,cinema/images/posters/22511-20221123070741.jpg,,16/11/2022,Ad vitam,Tous publics,,
the november man,103492.0,150970,,Etats-Unis,Aventure - Action,2014-10-29,Tous publics,Paramount,,,0,2,14.0,Pierce Brosnan,,14465,,4142,the november man,,,Aventure - Action,2014,f23,103492,246,421,69  %,cinema/images/posters/14465-20141026073718-0.jpg,,29/10/2014,Paramount,Tous publics,"[{'id': '279', 'name': 'Pierce Brosnan', 'role': 'Rôle principal', 'character': 'Peter Devereaux'}]","[{'name': 'Pierce Brosnan', 'moyenne': 942816}]"
"yo-kai watch, le film",104185.0,229899,,Japon,Animation,2017-08-09,Tous publics,Wild Bunch,,,0,3,11.0,,,17280,,4123,"yo-kai watch, le film",,,Animation,2017,f34,104185,186,560,45  %,cinema/images/posters/17280-20170826024540-0.jpg,,09/08/2017,Wild Bunch,Tous publics,,
