Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
"bande de sauvages, vieux motard que jamais",150 362,380 536,,Etats-Unis,Comédie,13/06/2007,Tous publics,Walt Disney Pictures,7 488,7 530,0,2,4,"Martin Lawrence, William H. Macy, John Travolta, Tim Allen",Ray Liotta
countdown (2019),151 196,411 035,,Etats-Unis,Horreur,13/11/2019,Moins de 12 ans,Metropolitan,7 231,7 272,0,4,6,,
les volets verts,150 419,320 270,Jean Becker,France,Drame,24/08/2022,Tous publics,ARP Selection,8 010,8 056,0,4,4,"Fanny Ardant, Gérard Depardieu, Benoît Poelvoorde",
demon slayer: kimetsu no yaiba – en route vers l'entra.,,151 200,,Japon,Animation,24/02/2024,Tous publics,-,10 343,10 397,0,1,7,,
mademoiselle de joncquières,150 424,547 442,,France,Drame,12/09/2018,Tous publics,Pyramide,6 270,6 310,0,5,3,"Edouard Baer, Cécile De France",Laure Calamy
mon garçon,150 450,406 791,,France,Thriller,20/09/2017,Tous publics,Diaphana,7 272,7 314,0,4,3,"Guillaume Canet, Mélanie Laurent",
une séparation,151 217,976 191,,Iran,Drame,08/06/2011,Tous publics,Memento Films,4 097,4 133,0,12,6,,
l'armée du crime,150 569,428 961,Robert Guédiguian,France,Drame,16/09/2009,Tous publics,Studiocanal,7 107,7 148,0,5,6,Virginie Ledoyen,"Jean-Pierre Darroussin, Pierre Niney"
bad moms,150 601,341 379,,Etats-Unis,Comédie,03/08/2016,Tous publics,Metropolitan,7 804,7 850,0,3,6,Mila Kunis,
evan tout puissant,150 994,207 977,Tom Shadyac,Etats-Unis,Comédie,15/08/2007,Tous publics,Paramount,9 351,9 401,0,1,8,"Steve Carell, Morgan Freeman",John Goodman
non ma fille tu n'iras pas danser,151 073,416 085,,France,Comédie dramatique,02/09/2009,Tous publics,Le Pacte,7 183,7 224,0,4,6,Marina Foïs,Jean-Marc Barr
rumba la vie,151 081,286 913,,France,Comédie,24/08/2022,Tous publics,Gaumont,8 379,8 425,0,3,3,Franck Dubosc,Jean-Pierre Darroussin
leurs enfants après eux,151 092,316 559,,France,Drame,04/12/2024,Tous publics,Warner Bros.,8 049,8 095,0,4,6,,Gilles Lellouche
brothers,151 186,321 913,Jim Sheridan,Etats-Unis,Drame,03/02/2010,Tous publics,Wild Bunch,7 995,8 041,0,3,10,"Jake Gyllenhaal, Tobey Maguire, Natalie Portman",
taxi téhéran,151 267,581 354,,Iran,Film familial,15/04/2015,Tous publics,Memento Films,6 027,6 069,0,7,7,,
samouraï academy,151 216,1 000 187,Rob Minkoff,Etats-Unis,Animation,12/10/2022,Tous publics,SND,4 016,4 046,0,7,4,,
l'heure d'été,151 227,407 534,Olivier Assayas,France,Comédie dramatique,05/03/2008,Tous publics,MK2 Diffusion,7 268,7 310,0,2,5,"Charles Berling, Juliette Binoche, Jérémy Renier",Valérie Bonneton
reviens-moi,151 229,295 297,,Grande-Bretagne,Drame,09/01/2008,Tous publics,Studiocanal,8 285,8 331,0,2,3,"James McAvoy, Keira Knightley",Benedict Cumberbatch
comment tuer son boss 2?,151 232,265 082,,Etats-Unis,Comédie,24/12/2014,Tous publics,Warner Bros.,8 615,8 661,0,3,8,Jason Bateman,"Jennifer Aniston, Jamie Foxx, Chris Pine, Kevin Spacey, Christoph Waltz"
don't worry darling,151 272,345 481,,Etats-Unis,Thriller,21/09/2022,Tous publics,Warner Bros.,7 776,7 821,0,4,3,,Chris Pine
presque,151 276,485 268,,France,Comédie dramatique,26/01/2022,Tous publics,Apollo Films,6 735,6 776,1,4,1,Bernard Campan,
piège à hong-kong,151 286,227 645,,Etats-Unis,Thriller,30/12/1998,Tous publics,Columbia,9 117,9 163,0,2,6,Jean-Claude Van Damme,
trafic d'influence,151 466,290 597,Dominique Farrugia,France,Comédie,31/03/1999,Tous publics,Universal,8 332,8 378,0,2,6,"Thierry Lhermitte, Gérard Jugnot","Alain Chabat, Jean-Paul Rouve"
treize à la douzaine,151 521,291 859,Shawn Levy,Etats-Unis,Film familial,14/04/2004,Tous publics,UFD,8 320,8 366,0,3,9,Steve Martin,Ashton Kutcher
les flingueuses,151 684,252 830,Paul Feig,Etats-Unis,Comédie,21/08/2013,Tous publics,20th Century Fox,8 775,8 821,0,2,9,"Sandra Bullock, Melissa McCarthy",Marlon Wayans
14 jours pour aller mieux,152 250,310 563,,France,Comédie,06/03/2024,Tous publics,Wild Bunch,8 098,8 144,0,4,6,Zabou Breitman,
les jeunes amants,152 312,401 705,,France,Comédie,02/02/2022,Tous publics,Diaphana,7 307,7 349,0,4,3,"Fanny Ardant, Cécile De France, Melvil Poupaud",
a cure for life,152 375,221 896,Gore Verbinski,Etats-Unis,Thriller,15/02/2017,Moins de 12 ans,20th Century Fox,9 173,9 219,0,2,10,,
grace de monaco,152 404,286 956,Olivier Dahan,France,Drame,14/05/2014,Tous publics,Gaumont,8 378,8 424,0,3,5,Nicole Kidman,
highlander endgame,152 422,243 403,,Etats-Unis,Fantasy,02/05/2001,Tous publics,Bac Films,8 882,8 928,0,3,5,Christophe Lambert,
the grudge 2,152 431,295 621,,Etats-Unis,Horreur,27/12/2006,Moins de 12 ans,Metropolitan,8 280,8 326,0,2,14,,Sarah Michelle Gellar
les destinées sentimentales,152 443,532 161,Olivier Assayas,France,Drame,12/07/2000,Tous publics,Pathé,6 402,6 443,0,6,5,"Charles Berling, Emmanuelle Béart, Isabelle Huppert","Valérie Bonneton, Julie Depardieu"
tous à l'ouest : une aventure de lucky luke,152 539,457 409,,France,Animation,05/12/2007,Tous publics,Pathé,6 915,6 957,0,1,5,,
a toute épreuve,153 518,256 859,,France,Comédie,09/07/2014,Tous publics,Gaumont,8 729,8 775,0,3,4,,
bienvenue à zombieland,152 630,271 231,,Etats-Unis,Comédie,25/11/2009,Tous publics,Sony Pictures,8 536,8 582,0,3,6,"Jesse Eisenberg, Woody Harrelson, Emma Stone",
hellboy (2019),152 683,232 008,,Etats-Unis,Comicbook,08/05/2019,Moins de 12 ans,Metropolitan,9 051,9 097,0,3,5,,Milla Jovovich
reste un peu,152 695,476 324,,France,Comédie,16/11/2022,Tous publics,Studiocanal,6 790,6 832,0,5,4,Gad Elmaleh,Roschdy Zem
mimic,152 877,315 615,Guillermo Del Toro,Etats-Unis,Horreur,24/09/1997,Moins de 12 ans,Bac Films,8 057,8 103,0,2,4,Mira Sorvino,Josh Brolin
dream house,152 900,261 717,Jim Sheridan,Etats-Unis,Thriller,05/10/2011,Tous publics,Warner Bros.,8 663,8 709,0,2,6,"Daniel Craig, Naomi Watts, Rachel Weisz",
diana,152 968,313 856,,Etats-Unis,Drame,02/10/2013,Tous publics,Le Pacte,8 067,8 113,0,4,5,Naomi Watts,
je te promets,153 285,286 371,,Etats-Unis,Drame,16/05/2012,Tous publics,Sony Pictures,8 388,8 434,0,4,7,Channing Tatum,Sam Neill
maria,153 339,326 264,,Etats-Unis,Drame,05/02/2025,Tous publics,ARP Selection,7 956,8 002,0,4,4,Angelina Jolie,
"lucas, fourmi malgré lui",153 606,423 302,,Etats-Unis,Animation,09/08/2006,Tous publics,Warner Bros.,7 145,7 186,0,2,4,,
l'amour au présent,153 661,480 069,,Etats-Unis,Comédie dramatique,01/01/2025,Tous publics,Studiocanal,6 764,6 806,0,5,7,Andrew Garfield,
fête de famille,153 691,326 169,Cédric Kahn,France,Comédie dramatique,04/09/2019,Tous publics,Le Pacte,7 958,8 004,0,4,4,"Catherine Deneuve, Vincent Macaigne",
bienvenue au gîte,153 724,381 783,,France,Comédie,03/09/2003,Tous publics,Mars Distribution,7 476,7 518,0,3,6,Marina Foïs,Julie Depardieu
sale môme,153 747,320 510,Jon Turteltaub,Etats-Unis,Film familial,02/05/2001,Tous publics,GBVI,8 006,8 052,0,5,4,Bruce Willis,
47 ronin,154 314,242 225,,Etats-Unis,Aventure - Action,02/04/2014,Tous publics,Universal,8 897,8 943,0,2,7,Keanu Reeves,
borderlands,154 322,287 412,Eli Roth,Etats-Unis,Science Fiction,07/08/2024,Tous publics,SND,8 371,8 417,0,3,7,"Cate Blanchett, Kevin Hart",Jamie Lee Curtis
sous le sable,154 347,682 777,François Ozon,France,Drame,07/02/2001,Tous publics,Haut et Court,5 401,5 442,0,7,8,Charlotte Rampling,
les ailes pourpres : le mystère des flamants,154 926,240 384,,Etats-Unis,Documentaire,17/12/2008,Tous publics,Walt Disney Pictures,8 927,8 972,0,1,8,,
"kiss kiss, bang bang",154 354,352 644,Shane Black,Etats-Unis,Comédie,14/09/2005,Tous publics,Warner Bros.,7 717,7 762,0,2,5,"Robert Downey Jr, Val Kilmer",
aurore (2017),154 518,430 363,,France,Comédie dramatique,26/04/2017,Tous publics,Diaphana,7 096,7 138,0,6,8,Agnès Jaoui,Laure Calamy
j'veux pas que tu t'en ailles,154 632,423 200,,France,Romance,25/04/2007,Tous publics,UGC Distribution,7 146,7 187,0,4,4,"Richard Berry, Judith Godrèche",
expend4bles,154 647,327 756,,Etats-Unis,Aventure - Action,11/10/2023,Moins de 12 ans,Metropolitan,7 943,7 989,0,3,5,"Sylvester Stallone, Jason Statham",Andy Garcia
the circle,154 698,356 525,,Etats-Unis,Thriller,12/07/2017,Tous publics,Mars Distribution,7 683,7 727,0,4,3,"Tom Hanks, Emma Watson",Bill Paxton
dérapage,154 731,411 978,,Etats-Unis,Thriller,08/03/2006,Moins de 12 ans,Walt Disney Pictures,7 224,7 265,0,2,9,"Jennifer Aniston, Vincent Cassel, Clive Owen",
les stagiaires,154 859,279 049,Shawn Levy,Etats-Unis,Comédie,26/06/2013,Tous publics,20th Century Fox,8 468,8 514,0,4,6,"Vince Vaughn, Owen Wilson","Rose Byrne, Will Ferrell"
la cabane dans les bois,154 872,313 947,,Etats-Unis,Horreur,02/05/2012,Moins de 12 ans,Metropolitan,8 066,8 112,0,4,7,Chris Hemsworth,
la fille sur le pont,154 881,663 390,Patrice Leconte,France,Drame,31/03/1999,Tous publics,UFD,5 511,5 552,0,6,5,"Daniel Auteuil, Vanessa Paradis",
irréversible,154 912,598 812,,France,Drame,22/05/2002,Moins de 16 ans,Mars Distribution,5 929,5 970,0,5,3,"Vincent Cassel, Monica Bellucci, Albert Dupontel",
présumé coupable,154 995,406 436,,France,Drame,07/09/2011,Tous publics,Mars Distribution,7 276,7 318,0,5,6,Philippe Torreton,
le monde est à toi,155 104,338 992,,France,Comédie,15/08/2018,Tous publics,Studiocanal,7 822,7 868,0,4,7,"Isabelle Adjani, Vincent Cassel, Karim Leklou",François Damiens
ici et là-bas,156 824,334 008,,France,Comédie,17/04/2024,Tous publics,Studiocanal,7 871,7 917,0,3,7,,
les razmokets à paris,155 177,634 838,,Etats-Unis,Animation,07/02/2001,Tous publics,UIP,5 675,5 716,0,6,6,,
tarzan (2014),155 216,359 301,,Allemagne,Animation,19/02/2014,Tous publics,Metropolitan,7 664,7 708,0,3,9,,
stigmata,155 343,333 148,,Etats-Unis,Horreur,19/01/2000,Moins de 12 ans,UIP,7 884,7 930,0,4,4,,
joyeuse retraite 2,155 491,358 410,,France,Comédie,20/07/2022,Tous publics,SND,7 670,7 714,0,4,6,"Michèle Laroque, Thierry Lhermitte",
petit vampire,155 496,244 326,,France,Animation,21/10/2020,Tous publics,Studiocanal,8 877,8 923,0,3,5,,
"good night, and good luck.",156 464,458 352,George Clooney,Etats-Unis,Drame,04/01/2006,Tous publics,Metropolitan,6 908,6 950,0,4,7,George Clooney,"Jeff Daniels, Robert Downey Jr"
bimboland,156 671,297 965,,France,Comédie,23/12/1998,Tous publics,GBVI,8 251,8 297,0,3,5,"Gérard Depardieu, Judith Godrèche",Dany Boon
"ong-bak 2, la naissance du dragon",157 707,255 773,,Thaïlande,Aventure - Action,22/07/2009,Tous publics,EuropaCorp,8 739,8 785,0,3,5,,
vic le viking,157 711,275 403,,Allemagne,Animation,18/12/2019,Tous publics,SND,8 503,8 549,0,3,6,,
dance with me,156 849,408 172,,Etats-Unis,Drame,05/07/2006,Tous publics,Metropolitan,7 259,7 300,0,3,4,Antonio Banderas,
dos au mur,156 939,223 897,,Etats-Unis,Thriller,15/02/2012,Tous publics,Studiocanal,9 158,9 204,0,2,10,Sam Worthington,Ed Harris
modern love,157 280,240 357,,France,Romance,12/03/2008,Tous publics,Pathé,8 928,8 973,0,1,7,"Bérénice Bejo, Alexandra Lamy",Kad Merad
15 ans et demi,157 330,404 640,,France,Comédie,30/04/2008,Tous publics,Gaumont,7 289,7 331,0,4,5,"Daniel Auteuil, François Damiens",François Berléand
alpha & omega - 3d,157 415,469 846,,Etats-Unis,Animation,20/10/2010,Tous publics,Metropolitan,6 833,6 875,0,4,8,,
goodbye bafana,157 484,364 133,,Allemagne,Drame,11/04/2007,Tous publics,Paramount,7 622,7 665,0,2,6,Diane Kruger,
le royaume des étoiles,158 405,609 809,,Autriche,Animation,07/12/2022,Tous publics,KMBO,5 860,5 902,0,4,2,,
pitch perfect 2,157 564,273 029,,Etats-Unis,Comédie,22/07/2015,Tous publics,Universal,8 517,8 563,0,3,7,Rebel Wilson,
les gazelles,157 630,293 926,,France,Comédie,26/03/2014,Tous publics,Paramount,8 300,8 346,0,3,5,,Franck Gastambide
gibraltar,157 787,270 680,,France,Thriller,11/09/2013,Tous publics,SND,8 547,8 593,0,3,3,"Gilles Lellouche, Tahar Rahim",
une belle équipe,157 831,330 406,,France,Comédie,15/01/2020,Tous publics,Gaumont,7 921,7 967,0,3,3,"Alban Ivanov, Kad Merad",Laure Calamy
la très très grande classe,157 884,386 973,,France,Comédie,10/08/2022,Tous publics,UGC Distribution,7 430,7 472,0,3,8,,François Berléand
mystère,158 396,463 427,,France,Film familial,15/12/2021,Tous publics,Gaumont,6 872,6 914,0,4,5,Vincent Elbaz,
happy birthdead 2 you,159 080,270 392,,Etats-Unis,Horreur,13/02/2019,Tous publics,Universal,8 549,8 595,0,2,9,,
envole-moi (2021),158 495,270 756,Christophe Barratier,France,Comédie dramatique,19/05/2021,Tous publics,Pathé,8 546,8 592,0,4,4,Gérard Lanvin,
demain on se marie,158 516,218 943,,Etats-Unis,Romance,24/06/1998,Tous publics,Metropolitan,9 213,9 259,0,1,6,"Adam Sandler, Drew Barrymore",Steve Buscemi
minuit dans le jardin du bien et du mal,158 693,466 648,Clint Eastwood,Etats-Unis,Thriller,11/03/1998,Tous publics,Warner Bros.,6 854,6 896,0,4,7,Kevin Spacey,Jude Law
2 guns,158 696,333 322,,Etats-Unis,Aventure - Action,25/09/2013,Tous publics,Sony Pictures,7 883,7 929,0,3,4,"Denzel Washington, Mark Wahlberg",Bill Paxton
los angeles 2013,158 831,287 256,John Carpenter,Etats-Unis,Aventure - Action,13/11/1996,Moins de 12 ans,UIP,8 374,8 420,0,2,4,"Steve Buscemi, Kurt Russell",
eternal sunshine of the spotless mind,158 850,655 656,Michel Gondry,Etats-Unis,Comédie,06/10/2004,Tous publics,UIP,5 549,5 590,0,3,7,"Jim Carrey, Kirsten Dunst, Kate Winslet",Mark Ruffalo
appelez-moi dave,158 880,297 098,,Etats-Unis,Comédie,13/08/2008,Tous publics,20th Century Fox,8 263,8 309,0,3,6,Eddie Murphy,
on est fait pour s’entendre,158 922,377 361,,France,Comédie,17/11/2021,Tous publics,Diaphana,7 510,7 552,0,4,4,"Pascal Elbé, Sandrine Kiberlain","François Berléand, Emmanuelle Devos"
mia madre,158 994,463 008,Nanni Moretti,Italie,Comédie dramatique,02/12/2015,Tous publics,Le Pacte,6 875,6 917,0,5,6,,
caramel,160 206,493 539,,France,Drame,15/08/2007,Tous publics,Bac Films,6 686,6 726,0,2,7,,
daddy cool,159 402,265 678,,France,Comédie,01/11/2017,Tous publics,Universal,8 608,8 654,0,2,12,Vincent Elbaz,
survivre avec les loups,161 125,639 848,,France,Comédie dramatique,16/01/2008,Tous publics,Bac Films,5 646,5 687,0,3,5,,
le premier cercle,159 453,280 571,,France,Thriller,04/03/2009,Tous publics,TFM Distribution,8 444,8 490,0,3,11,"Jean Reno, Gaspard Ulliel",
le témoin du mal,159 886,302 443,,Etats-Unis,Thriller,18/03/1998,Tous publics,Warner Bros.,8 180,8 226,0,2,3,Denzel Washington,
mayday,160 006,327 287,Jean-Francois Richet,Etats-Unis,Aventure - Action,25/01/2023,Tous publics,Metropolitan,7 947,7 993,0,3,4,Gerard Butler,
la petite vadrouille,160 161,427 357,,France,Comédie,05/06/2024,Tous publics,UGC Distribution,7 120,7 161,0,5,3,"Daniel Auteuil, Sandrine Kiberlain, Denis Podalydès",
la stratégie de la poussette,160 229,286 635,,France,Comédie,02/01/2013,Tous publics,Studiocanal,8 385,8 431,0,3,8,Jérôme Commandeur,
3 coeurs,160 854,365 336,Benoît Jacquot,France,Romance,17/09/2014,Tous publics,Wild Bunch,7 614,7 657,0,4,4,"Charlotte Gainsbourg, Benoît Poelvoorde",Catherine Deneuve
ma,160 898,305 593,,Etats-Unis,Thriller,05/06/2019,Moins de 12 ans,Universal,8 147,8 193,0,3,7,Luke Evans,
la deuxième étoile,161 366,415 592,Jean-Baptiste Lucien,France,Comédie,13/12/2017,Tous publics,Mars Distribution,7 192,7 233,0,3,6,Jean-Baptiste Lucien,
et après,161 400,295 321,,France,Thriller,14/01/2009,Tous publics,Mars Distribution,8 284,8 330,0,3,5,Romain Duris,John Malkovich
frantz,161 533,637 625,François Ozon,France,Drame,07/09/2016,Tous publics,Mars Distribution,5 656,5 697,0,6,2,Pierre Niney,
le papillon,161 583,1 138 828,,France,Comédie,18/12/2002,Tous publics,Rezo Films,3 534,3 564,0,9,5,Michel Serrault,
une vie à deux,161 639,377 409,Rob Reiner,Etats-Unis,Romance,24/05/2000,Tous publics,Warner Bros.,7 508,7 550,0,3,3,"Michelle Pfeiffer, Bruce Willis",
le dragon des mers - la dernière légende,161 685,770 551,,Etats-Unis,Fantasy,13/02/2008,Tous publics,Sony Pictures,4 936,4 975,0,3,6,,Emily Watson
simples secrets,161 699,499 021,,Etats-Unis,Drame,10/06/1998,Tous publics,Bac Films,6 651,6 691,0,4,3,"Leonardo DiCaprio, Meryl Streep, Diane Keaton",Robert De Niro
killer elite,161 843,238 066,,Etats-Unis,Thriller,26/10/2011,Tous publics,UGC Distribution,8 962,9 008,0,2,12,"Robert De Niro, Clive Owen, Jason Statham",
le chocolat,161 893,618 241,Lasse Hallstrom,Etats-Unis,Comédie,28/02/2001,Tous publics,Bac Films,5 809,5 851,0,5,10,"Juliette Binoche, Judi Dench, Johnny Depp",Carrie-Anne Moss
nos 18 ans,161 946,401 956,,France,Comédie,16/07/2008,Tous publics,TFM Distribution,7 305,7 347,0,4,6,,Michel Blanc
intuitions,162 218,420 295,Sam Raimi,Etats-Unis,Thriller,18/04/2001,Moins de 12 ans,Mars Distribution,7 166,7 207,0,5,9,"Cate Blanchett, Keanu Reeves","Greg Kinnear, Hilary Swank"
tout... sauf en famille,162 239,214 100,,Etats-Unis,Comédie,31/12/2008,Tous publics,Metropolitan,9 278,9 327,0,2,6,"Reese Witherspoon, Vince Vaughn","Robert Duvall, Jon Voight"
deux soeurs pour un roi,162 306,436 058,,Etats-Unis,Drame,02/04/2008,Tous publics,Wild Bunch,7 058,7 100,0,2,4,"Eric Bana, Scarlett Johansson, Natalie Portman","Benedict Cumberbatch, Eddie Redmayne, Kristin Scott Thomas"
american ultra,162 311,349 885,,Etats-Unis,Comédie,19/08/2015,Tous publics,Metropolitan,7 741,7 786,0,4,7,"Jesse Eisenberg, Kristen Stewart",
blow,162 666,309 753,,Etats-Unis,Drame,19/09/2001,Tous publics,Metropolitan,8 109,8 155,0,2,5,"Johnny Depp, Penelope Cruz",Ray Liotta
clifford,163 178,669 646,,Etats-Unis,Film familial,01/12/2021,Tous publics,Paramount,5 476,5 517,0,5,6,,
chambre 1408,162 862,348 853,,Etats-Unis,Thriller,16/01/2008,Tous publics,TFM Distribution,7 748,7 793,0,3,4,"Samuel L. Jackson, John Cusack",
dis-moi oui,162 869,493 755,Alexandre Arcady,France,Comédie,19/04/1995,Tous publics,UFD,6 684,6 724,0,3,6,Jean-Hugues Anglade,
l'exorciste du vatican,162 899,383 962,,Etats-Unis,Horreur,10/05/2023,Moins de 12 ans,Sony Pictures,7 454,7 495,0,5,3,Russell Crowe,
silence,163 009,334 050,Martin Scorsese,Etats-Unis,Drame,08/02/2017,Tous publics,Metropolitan,7 870,7 916,0,2,10,"Adam Driver, Andrew Garfield, Liam Neeson",
le royaume de naya,163 496,549 178,,Ukraine,Animation,29/03/2023,Tous publics,KMBO,6 256,6 296,0,7,5,,
croc-blanc (2018),163 155,502 004,,France,Animation,28/03/2018,Tous publics,Wild Bunch,6 629,6 669,0,5,7,,
"dieu est grand, je suis toute petite",163 282,354 827,,France,Comédie,26/09/2001,Tous publics,Mars Distribution,7 699,7 743,0,4,6,"Edouard Baer, Julie Depardieu, Audrey Tautou",
conan,163 409,260 813,,Etats-Unis,Fantasy,17/08/2011,Moins de 12 ans,Metropolitan,8 676,8 722,0,2,10,Jason Momoa,Ron Perlman
les caprices d'un fleuve,163 421,838 638,,France,Comédie dramatique,03/04/1996,Tous publics,Pyramide,4 618,4 657,0,4,4,Bernard Giraudeau,
c'est le monde à l'envers !,163 431,369 747,Nicolas Vanier,France,Comédie,16/10/2024,Tous publics,Gaumont,7 578,7 620,0,3,5,"Valérie Bonneton, Michael Youn",François Berléand
a serious man,163 452,512 670,Joel Coen,Etats-Unis,Comédie dramatique,20/01/2010,Tous publics,Studiocanal,6 551,6 593,0,4,6,,
sanctum 3d,165 235,236 635,,Etats-Unis,Aventure - Action,23/02/2011,Tous publics,Metropolitan,8 981,9 027,0,2,14,,
un petit boulot,163 510,402 452,,France,Comédie,31/08/2016,Tous publics,Gaumont,7 302,7 344,0,4,2,"Michel Blanc, Romain Duris",
le tour du monde en 80 jours (2021),163 520,258 792,,France,Animation,04/08/2021,Tous publics,Studiocanal,8 704,8 750,0,3,6,,
albert à l'ouest,163 534,261 581,,Etats-Unis,Western,02/07/2014,Tous publics,Universal,8 666,8 712,0,3,6,"Liam Neeson, Charlize Theron",
triple 9,163 624,288 440,,Etats-Unis,Thriller,16/03/2016,Moins de 12 ans,Mars Distribution,8 353,8 399,0,2,8,Casey Affleck,"Gal Gadot, Woody Harrelson, Kate Winslet"
la vérité (2019),163 737,373 603,,France,Drame,25/12/2019,Tous publics,Le Pacte,7 545,7 587,0,3,8,"Juliette Binoche, Catherine Deneuve, Ethan Hawke",Ludivine Sagnier
"un peu, beaucoup, aveuglement",165 065,515 030,,France,Comédie,06/05/2015,Tous publics,Paramount,6 530,6 572,0,6,3,Clovis Cornillac,Manu Payet
raisons d'etat,165 113,521 745,,Etats-Unis,Thriller,04/07/2007,Tous publics,Studiocanal,6 485,6 526,0,4,5,"Matt Damon, Robert De Niro",Joe Pesci
don jon,165 325,258 793,,Etats-Unis,Comédie dramatique,25/12/2013,Moins de 12 ans,Mars Distribution,8 703,8 749,0,2,12,"Joseph Gordon-Levitt, Scarlett Johansson",Julianne Moore
les adieux à la reine,165 380,540 384,Benoît Jacquot,France,Drame,21/03/2012,Tous publics,Ad vitam,6 335,6 376,0,6,6,"Diane Kruger, Virginie Ledoyen, Léa Seydoux",
les chèvres du pentagone,165 394,361 620,,Etats-Unis,Comédie,10/03/2010,Tous publics,Sony Pictures,7 642,7 685,0,4,5,"Jeff Bridges, George Clooney, Ewan McGregor, Kevin Spacey",
warm bodies,165 439,290 488,,Etats-Unis,Fantasy,20/03/2013,Tous publics,Metropolitan,8 333,8 379,0,2,6,,John Malkovich
stupeur et tremblements,165 596,416 303,Alain Corneau,France,Comédie,12/03/2003,Tous publics,Bac Films,7 181,7 222,0,5,6,Sylvie Testud,
la famille pierrafeu,165 655,656 120,Brian Levant,Etats-Unis,Film familial,20/07/1994,Tous publics,UIP,5 546,5 587,0,6,2,John Goodman,Halle Berry
et l'homme créa la femme,165 836,291 089,Frank Oz,Etats-Unis,Comédie,07/07/2004,Tous publics,UIP,8 325,8 371,0,3,6,"Nicole Kidman, Matthew Broderick, Christopher Walken",Glenn Close
blood ties,165 884,238 823,Guillaume Canet,Etats-Unis,Thriller,30/10/2013,Tous publics,Mars Distribution,8 952,8 998,0,2,9,"Marion Cotillard, Clive Owen","Mila Kunis, Matthias Schoenaerts"
