Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
les olympiades,81 883,194 786,Jacques Audiard,France,Comédie dramatique,03/11/2021,Tous publics,Memento Films,9 583,9 636,0,3,12,,
le tigre et le président,81 893,184 890,,France,Comédie,07/09/2022,Tous publics,-,9 732,9 784,0,3,4,"André Dussollier, Jacques Gamblin",
get on up,81 926,128 425,,Etats-Unis,Musical,24/09/2014,Tous publics,Universal,10 877,10 934,0,2,12,"Chadwick Boseman, Viola Davis",
wonder,82 140,347 315,,Etats-Unis,Drame,20/12/2017,Tous publics,Metropolitan,7 760,7 805,0,5,13,"Julia Roberts, Owen Wilson",
trois visages,82 587,200 115,,Iran,Drame,06/06/2018,Tous publics,Memento Films,9 497,9 548,0,4,4,,
gardiens de l'ordre,82 441,111 563,Nicolas Boukhrief,France,Thriller,07/04/2010,Tous publics,Gaumont,11 312,11 370,0,2,11,Cécile De France,
chronique d'un scandale,82 448,149 602,,Etats-Unis,Drame,28/02/2007,Tous publics,20th Century Fox,10 389,10 443,0,0,-,"Cate Blanchett, Judi Dench",
le vieux qui ne voulait pas fêter son anniversaire,82 651,172 665,,Suède,Comédie,28/05/2014,Tous publics,Studiocanal,9 946,9 998,0,3,11,,
secret d'etat,82 480,130 977,,Etats-Unis,Thriller,26/11/2014,Tous publics,Metropolitan,10 822,10 878,0,2,7,Jeremy Renner,"Andy Garcia, Ray Liotta"
escape game 2 - le monde est un piège,82 707,233 835,,Etats-Unis,Horreur,11/08/2021,Tous publics,Sony Pictures,9 029,9 075,0,4,10,,
soeur sourire,82 541,150 060,,France,Drame,29/04/2009,Tous publics,Océan Films,10 370,10 424,0,1,11,Cécile De France,
de grandes espérances (2023),82 734,202 165,,France,Drame,22/03/2023,Tous publics,The Jokers / Les Bookmakers,9 440,9 491,0,3,10,,
la couleur de la victoire,82 572,161 089,,Etats-Unis,Drame,27/07/2016,Tous publics,La Belle Company,10 164,10 217,0,3,10,,Jeremy Irons
body snatchers,82 587,231 361,,Etats-Unis,Horreur,09/06/1993,Moins de 12 ans,Warner Bros.,9 060,9 106,0,3,8,,
we want sex equality,82 602,231 764,,Grande-Bretagne,Drame,09/03/2011,Tous publics,ARP Selection,9 053,9 099,0,3,14,,Rosamund Pike
corporate,82 630,254 503,,France,Thriller,05/04/2017,Tous publics,Diaphana,8 758,8 804,0,4,8,Lambert Wilson,
pompoko,83 328,249 547,,Japon,Animation,18/01/2006,Tous publics,Walt Disney Pictures,8 820,8 867,0,2,10,,
va savoir,83 347,308 951,,France,Comédie,10/10/2001,Tous publics,Films du Losange,8 117,8 163,0,3,8,,
black / white,82 663,187 900,,Etats-Unis,Comédie,03/08/2005,Tous publics,20th Century Fox,9 697,9 749,0,1,10,Ashton Kutcher,
doubles vies,82 730,151 932,Olivier Assayas,France,Comédie,16/01/2019,Tous publics,Ad vitam,10 327,10 381,0,2,11,"Juliette Binoche, Guillaume Canet, Vincent Macaigne",
close,82 750,207 250,,Belgique,Drame,01/11/2022,Tous publics,Diaphana,9 361,9 411,0,3,14,Emilie Dequenne,Léa Drucker
burn out,82 758,146 240,,France,Aventure - Action,03/01/2018,Tous publics,Gaumont,10 475,10 529,0,2,15,François Civil,
diary of the dead - chronique des morts vivants,82 767,142 845,George A. Romero,Etats-Unis,Horreur,25/06/2008,Moins de 12 ans,Bac Films,10 541,10 595,0,2,12,,Simon Pegg
sol,83 565,141 128,,France,Comédie,08/01/2020,Tous publics,Studiocanal,10 588,10 642,0,2,9,,
filles uniques,82 786,249 070,Pierre Jolivet,France,Comédie,11/06/2003,Tous publics,Bac Films,8 824,8 871,0,3,9,"François Berléand, Sandrine Kiberlain, Sylvie Testud","Roschdy Zem, Vincent Lindon"
wolf creek,83 785,187 604,,Australie,Horreur,09/08/2006,Moins de 16 ans,TFM Distribution,9 702,9 754,0,1,10,,
toute ressemblance...,83 401,108 155,,France,Comédie dramatique,27/11/2019,Tous publics,UGC Distribution,11 411,11 469,0,1,11,"Jérôme Commandeur, Franck Dubosc","Denis Podalydès, Sylvie Testud"
le cristal magique,83 845,297 809,,Allemagne,Animation,11/12/2019,Tous publics,KMBO,8 254,8 300,0,4,10,,
apprentis parents,83 403,114 973,,Etats-Unis,Comédie,27/02/2019,Tous publics,Paramount,11 219,11 277,0,1,16,"Rose Byrne, Mark Wahlberg",
terrible jungle,83 427,189 527,,France,Comédie,29/07/2020,Tous publics,Apollo Films,9 668,9 720,0,4,4,Catherine Deneuve,Jonathan Cohen
#harry potter à l'école des sorciers (rep. 2018),,138 241,Chris Columbus,Etats-Unis,Fantasy,12/09/2018,Tous publics,Warner Bros.,11 100,10 720,0,2,9,"Daniel Radcliffe, Emma Watson",Alan Rickman
marie heurtin,83 670,258 852,,France,Drame,12/11/2014,Tous publics,Diaphana,8 702,8 748,0,4,10,Isabelle Carré,
mine de rien,84 133,106 636,,France,Comédie,26/02/2020,Tous publics,UGC Distribution,11 457,11 515,0,1,14,,
marmaduke,83 696,193 868,,Etats-Unis,Film familial,18/08/2010,Tous publics,20th Century Fox,9 593,9 646,0,2,10,,William H. Macy
drop zone,83 742,212 240,John Badham,Etats-Unis,Aventure - Action,15/02/1995,Tous publics,UIP,9 300,9 349,0,2,9,Wesley Snipes,
rue mandar,83 954,138 948,,France,Comédie,23/01/2013,Tous publics,Wild Bunch,10 645,10 700,0,2,8,"Richard Berry, Emmanuelle Devos, Sandrine Kiberlain",
amanda,84 007,260 715,,France,Drame,21/11/2018,Tous publics,Pyramide,8 677,8 723,0,4,10,Vincent Lacoste,Jonathan Cohen
london boulevard,84 041,138 288,,Etats-Unis,Thriller,08/06/2011,Tous publics,Metropolitan,10 663,10 718,0,2,12,"Colin Farrell, Keira Knightley",
la fille inconnue,84 067,188 963,- Dardenne (frères),Belgique,Drame,12/10/2016,Tous publics,Diaphana,9 680,9 732,0,2,11,Oliver Gourmet,Jeremy Renner
bigfoot family,84 767,454 352,,France,Animation,05/08/2020,Tous publics,Apollo Films,6 933,6 975,0,12,3,,
trois souvenirs de ma jeunesse,84 181,216 227,Arnaud Desplechin,France,Drame,20/05/2015,Tous publics,Le Pacte,9 251,9 299,0,5,8,Mathieu Amalric,
les puissants,84 587,101 532,,Etats-Unis,Aventure - Action,23/12/1998,Tous publics,Bac Films,11 630,11 689,0,1,11,Sharon Stone,
le silence de lorna,84 593,338 964,- Dardenne (frères),France,Drame,27/08/2008,Tous publics,Diaphana,7 823,7 869,0,3,10,Jérémy Renier,Oliver Gourmet
police (2020),84 682,191 576,Anne Fontaine,France,Thriller,02/09/2020,Tous publics,Studiocanal,9 634,9 686,0,4,3,"Virginie Efira, Omar Sy",
le fils de saul,85 022,201 720,,Hongrie,Drame,04/11/2015,Moins de 12 ans,Ad vitam,9 456,9 507,0,3,13,,
young adult,84 715,161 673,Jason Reitman,Etats-Unis,Comédie dramatique,28/03/2012,Tous publics,Paramount,10 146,10 199,0,2,10,Charlize Theron,
l'emprise du démon,85 068,167 116,,Grande-Bretagne,Horreur,11/01/2023,Moins de 12 ans,Metropolitan,10 057,10 109,0,2,6,,
jimmy neutron: un garçon génial,84 768,355 958,,Etats-Unis,Animation,06/02/2002,Tous publics,UIP,7 688,7 732,0,5,8,,
the infiltrator,84 859,233 829,,Etats-Unis,Thriller,07/09/2016,Tous publics,ARP Selection,9 030,9 076,0,3,8,Bryan Cranston,
le voile des illusions,84 934,148 793,,Etats-Unis,Romance,07/03/2007,Tous publics,Metropolitan,10 407,10 461,0,0,-,"Liev Schreiber, Naomi Watts, Edward Norton",
antebellum,85 213,263 811,,Etats-Unis,Horreur,09/09/2020,Moins de 12 ans,Metropolitan,8 631,8 677,0,5,4,,
"zodi et téhu, frères du désert",84 934,200 244,,France,Aventure - Action,08/02/2023,Tous publics,SND,9 489,9 540,0,3,8,Alexandra Lamy,
tracers,85 521,125 926,,Etats-Unis,Aventure - Action,25/02/2015,Tous publics,Metropolitan,10 932,10 989,0,1,17,,
la chambre des morts,85 043,115 267,,France,Thriller,14/11/2007,Moins de 12 ans,Bac Films,11 211,11 269,0,1,9,"Mélanie Laurent, Gilles Lellouche",
le nouveau monde (1995),85 080,155 103,Alain Corneau,France,Drame,22/02/1995,Tous publics,Bac Films,10 266,10 319,0,1,10,,
barbara,85 620,291 933,,Allemagne,Drame,02/05/2012,Tous publics,Pyramide,8 319,8 365,0,6,10,,
totally spies ! le film,85 666,146 388,,France,Animation,22/07/2009,Tous publics,Mars Distribution,10 468,10 522,0,3,9,,
six-pack,85 185,168 116,Alain Berberian,France,Thriller,26/04/2000,Moins de 12 ans,Pathé,10 036,10 089,0,2,8,"Richard Anconina, Frédéric Diefenthal",François Berléand
logan lucky,85 199,155 376,Steven Soderbergh,Etats-Unis,Comédie,25/10/2017,Tous publics,ARP Selection,10 261,10 314,0,1,15,"Adam Driver, Channing Tatum","Daniel Craig, Hilary Swank"
it comes at night,85 708,150 294,,Etats-Unis,Horreur,21/06/2017,Moins de 12 ans,Mars Distribution,10 366,10 420,0,2,12,,
bogus,85 495,177 638,Norman Jewison,Etats-Unis,Film familial,16/10/1996,Tous publics,Warner Bros.,9 862,9 915,0,2,7,"Gérard Depardieu, Whoopi Goldberg",
la copine de mon meilleur ami,85 519,138 686,,Etats-Unis,Romance,19/08/2009,Tous publics,Metropolitan,10 654,10 709,0,2,9,Kate Hudson,Alec Baldwin
le dernier diamant,85 545,135 840,,France,Thriller,30/04/2014,Tous publics,Océan Films,10 720,10 776,0,2,14,"Yvan Attal, Bérénice Bejo",
les petits ruisseaux,85 984,296 330,,France,Comédie,23/06/2010,Tous publics,Ad vitam,8 274,8 320,0,6,8,,
l'aventure des marguerite,85 675,230 637,,France,Comédie,15/07/2020,Tous publics,Pathé,9 066,9 112,0,5,5,"Clovis Cornillac, Alice Pol",
le jeune imam,86 176,148 371,,France,Drame,26/04/2023,Tous publics,Le Pacte,10 417,10 471,0,2,11,,
détention secrète,85 678,120 523,,Etats-Unis,Thriller,09/01/2008,Tous publics,Metropolitan,11 080,11 138,0,1,10,"Jake Gyllenhaal, Reese Witherspoon",Meryl Streep
les plus belles années d'une vie,85 689,194 179,Claude Lelouch,France,Comédie dramatique,22/05/2019,Tous publics,Metropolitan,9 591,9 644,0,4,8,,Monica Bellucci
copacabana,85 719,300 864,,France,Comédie dramatique,07/07/2010,Tous publics,Mars Distribution,8 206,8 252,0,6,7,Isabelle Huppert,
le loup-garou de paris,85 782,263 188,,Etats-Unis,Horreur,06/05/1998,Moins de 12 ans,Metropolitan,8 640,8 686,0,0,-,,Thierry Lhermitte
en direct sur edtv,86 057,330 688,Ron Howard,Etats-Unis,Comédie,16/06/1999,Tous publics,UIP,7 914,7 960,0,3,5,Matthew McConaughey,Woody Harrelson
les contes de terremer,86 135,232 264,,Japon,Animation,04/04/2007,Tous publics,Walt Disney Pictures,9 049,9 095,0,1,8,,
samsam,86 711,323 505,,France,Animation,05/02/2020,Tous publics,Studiocanal,7 978,8 024,0,4,10,,
espion amateur,86 191,121 122,,Chine,Aventure - Action,27/08/2003,Tous publics,TFM Distribution,11 058,11 116,0,2,10,Jackie Chan,
machete kills,86 223,141 166,Robert Rodriguez,Etats-Unis,Aventure - Action,02/10/2013,Moins de 12 ans,Wild Bunch,10 586,10 640,0,2,10,,"Jessica Alba, Antonio Banderas, Mel Gibson, Cuba Gooding Jr., Charlie Sheen"
les trois brigands,86 880,475 856,,Allemagne,Animation,19/12/2007,Tous publics,Gébéka,6 791,6 833,0,1,10,,
marcello mio,86 641,185 051,,France,Comédie,22/05/2024,Tous publics,Ad vitam,9 729,9 781,0,4,6,,
child's play : la poupée du mal,87 030,200 093,,Etats-Unis,Horreur,19/06/2019,Moins de 12 ans,Paramount,9 498,9 549,0,3,7,,
la prière,86 676,223 486,Cédric Kahn,France,Drame,21/03/2018,Tous publics,Le Pacte,9 162,9 208,0,3,9,,
annie (2014),86 677,134 911,,Etats-Unis,Musical,25/02/2015,Tous publics,Sony Pictures,10 744,10 800,0,1,16,"Rose Byrne, Jamie Foxx",Cameron Diaz
hannah arendt,87 234,347 067,,Allemagne,Drame,24/04/2013,Tous publics,Sophie Dulac,7 762,7 807,0,7,11,,
