title,image,date,broadcast_place,genres,certificate,synopsis,directors,scenarists,actors,average_notes_press,average_notes_spectators,nationality,distributor,awards,year_production,movie_type,language,entrance_number_fr
La Crème de la Crème,https://fr.web.img4.acsta.net/c_310_420/pictures/14/01/24/13/08/540023.jpg,2 avril 2014,en salle,Comédie dramatique,Tout public,"Dan, Kelliah et Louis sont trois étudiants d'une des meilleures écoles de commerce de France. Ils sont formés pour devenir l’élite de demain et sont bien décidés à passer rapidement de la théorie à la pratique.,Alors que les lois du marché semblent s’appliquer jusqu’aux relations entre garçons et filles, ils vont transformer leur campus en lieu d’étude et d’expérimentation.,La crème de la crème de la jeunesse française s'amuse et profite pleinement de ses privilèges : tout se vend car tout s’achète… mais dans quelle limite ?",Kim Chapiron,"Kim Chapiron,Noé Debré","Thomas Blumenthal,Alice Isaaz,Jean-Baptiste Lafarge","3,3","3,0",France,Wild Bunch Distribution,3 nominations,2014,Long métrage,Français,152 590 entrées
Le Fils à Jo,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/73/80/28/19640720.jpg,29 décembre 2010,en salle,Comédie dramatique,Tout public,"Petit-fils d’une légende de rugby, fils d’une légende, et lui-même légende de rugby, Jo Canavaro élève seul son fils de 13 ans, Tom, dans un petit village du Tarn.,Au grand dam de Jo, Tom est aussi bon en maths que nul sur un terrain. Pour un Canavaro, la légende ne peut s’arrêter là, quitte à monter une équipe de rugby pour Tom contre la volonté de tout le village et celle de son fils lui-même…",Philippe Guillard,Philippe Guillard,"Gérard Lanvin,Olivier Marchal,Vincent Moscato","2,4","3,3",France,Gaumont Distribution,2 prix et 3 nominations,2010,Long métrage,Français,1 219 002 entrées
L'Ecole buissonnière,https://fr.web.img4.acsta.net/c_310_420/pictures/17/06/28/11/55/351089.jpg,11 octobre 2017,en salle,"Comédie,Drame",Tout public,"Paris 1930. Paul n’a toujours eu qu’un seul et même horizon : les hauts murs de l’orphelinat, sévère bâtisse de la banlieue ouvrière parisienne. Confié à une joyeuse dame de la campagne, Célestine et à son mari, Borel, le garde-chasse un peu raide d’un vaste domaine en Sologne, l’enfant des villes, récalcitrant et buté, arrive dans un monde mystérieux et inquiétant, celui d’une région souveraine et sauvage.,L’immense forêt, les étangs embrumés, les landes et les champs, tout ici appartient au Comte de la Fresnaye, un veuf taciturne qui vit solitaire dans son manoir. Le Comte tolère les braconniers sur le domaine mais Borel les traque sans relâche et s’acharne sur le plus rusé et insaisissable d’entre eux, Totoche. Au cœur de la féérique Sologne, aux côtés du braconnier, grand amoureux de la nature, Paul va faire l’apprentissage de la vie mais aussi celui de la forêt et de ses secrets. Un secret encore plus lourd pèse sur le domaine, car Paul n’est pas venu là par hasard…",Nicolas Vanier,"Jérôme Tonnerre,Nicolas Vanier","François Cluzet,Eric Elmosnino,François Berléand","2,7","4,0",France,StudioCanal,1 prix et 2 nominations,2017,Long métrage,Français,1 883 285 entrées
Arrêtez-moi là,https://fr.web.img4.acsta.net/c_310_420/pictures/15/11/24/13/49/351028.jpg,6 janvier 2016,en salle,Drame,Tout public,"Chauffeur de taxi à Nice, Samson Cazalet, la trentaine, charge une cliente ravissante à l’aéroport. Un charme réciproque opère. Le soir même, la fille de cette femme disparaît et des preuves accablent Samson. Comment convaincre de son innocence lorsqu’on est le coupable idéal ?",Gilles Bannier,"Gilles Bannier,Nathalie Hertzberg","Reda Kateb,Léa Drucker,Gilles Cohen","3,3","3,4",France,EuropaCorp Distribution,1 nomination,2014,Long métrage,Français,50 137 entrées
Mains armées,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/86/84/52/20097158.jpg,11 juillet 2012,en salle,Policier,Tout public,"Lucas a 46 ans. Un grand flic, patron au trafic d’armes à Marseille.,Maya a 25 ans. Elle est jeune flic aux stups, à Paris.,Comme souvent, les armes croisent la drogue.,Et Lucas va croiser Maya. Pas forcément par hasard.,Flag, braquage, indics… leurs enquêtes vont s’entremêler.,Leurs vies aussi.,Parce que leur histoire a commencé bien longtemps avant leur rencontre…",Pierre Jolivet,"Pierre Jolivet,Simon Michaël","Roschdy Zem,Leïla Bekhti,Marc Lavoine","3,2","2,3",France,Mars Films,2 prix et 3 nominations,2011,Long métrage,Français,322 874 entrées
Je ne rêve que de vous,https://fr.web.img6.acsta.net/c_310_420/pictures/19/10/22/17/00/3049833.jpg,15 janvier 2020,en salle,"Drame,Historique",Tout public,"1940. Janot Reichenbach abandonne mari et enfant pour lier son destin à celui tragique de l’homme dont elle est éprise depuis l’adolescence alors qu’il est menacé par l’arrivée au pouvoir des artisans de la Collaboration. Elle traversera l’Europe et sacrifiera sa liberté pour épouser l’homme qu’elle aime au camp de Buchenwald où il sera enfermé, et, avec lui, elle survivra à cette épreuve. Cet homme, c’est Léon Blum.",Laurent Heynemann,"Laurent Heynemann,Luc Béraud","Elsa Zylberstein,Hippolyte Girardot,Emilie Dequenne","2,5","2,2",France,Rezo Films,1 nomination,2018,Long métrage,Français,60 055 entrées
Red,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/78/61/18/19518457.jpg,17 novembre 2010,en salle,"Action,Comédie",Tout public,"L'heure de la retraite a sonné ! Mais dans certaines professions, la transition peut s'avérer difficile : Franck ne supporte pas l'inactivité, son collègue Joe végète en maison de retraite, Marvin use d'amphétamines et Victoria fait des petits boulots. Pas facile de décrocher quand on a été... agents de la CIA toute sa vie ! Pourtant, quand leur ancien employeur décide d'éliminer pour de bon ces agents un peu trop compromettants, il va découvrir qu'en dépit de leur âge, ce sont encore de redoutables adversaires.",Robert Schwentke,"Erich Hoeber,Jon Hoeber","Bruce Willis,Morgan Freeman,Helen Mirren","2,8","3,4",U.S.A.,SND,4 nominations,2010,Long métrage,"Anglais, Russe",824 344 entrées
Casse-tête chinois,https://fr.web.img6.acsta.net/c_310_420/pictures/210/182/21018207_2013102210303588.jpg,4 décembre 2013,en salle,"Comédie dramatique,Romance",Tout public,"Xavier a maintenant 40 ans. On le retrouve avec Wendy, Isabelle et Martine quinze ans après L’Auberge Espagnole et dix ans après Les Poupées russes.,La vie de Xavier ne s’est pas forcément rangée et tout semble même devenir de plus en plus compliqué. Désormais père de deux enfants, son virus du voyage l’entraîne cette fois à New York, au beau milieu de Chinatown. Dans un joyeux bordel, Xavier cherche sa place en tant que fils, en tant que père… en tant qu’homme en fait ! Séparation. Famille recomposée. Homoparentalité. Immigration. Travail clandestin. Mondialisation. La vie de Xavier tient résolument du casse-tête chinois ! Cette vie à l’instar de New York et de l’époque actuelle, à défaut d’être cohérente et calme vient en tout cas nourrir sa plume d’écrivain…,",Cédric Klapisch,Cédric Klapisch,"Romain Duris,Audrey Tautou,Cécile de France","3,4","3,8",France,StudioCanal,2 prix et 2 nominations,2013,Long métrage,"Chinois, Anglais, Français, Espagnol, Yiddish",1 515 154 entrées
Alceste à bicyclette,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/93/83/71/20357209.jpg,16 janvier 2013,en salle,Comédie,Tout public,"Au sommet de sa carrière d’acteur, Serge Tanneur a quitté une fois pour toutes le monde du spectacle. Trop de colère, trop de lassitude. La fatigue d’un métier où tout le monde trahit tout le monde. Désormais, Serge vit en ermite dans une maison délabrée sur l’Île de Ré… Trois ans plus tard, Gauthier Valence, un acteur de télévision adulé des foules, abonné aux rôles de héros au grand cœur, débarque sur l’île. Il vient retrouver Serge pour lui proposer de jouer «Le Misanthrope» de Molière. Serge n’est-il pas devenu une pure incarnation du personnage d’Alceste ? Serge refuse tout net et confirme qu’il ne reviendra jamais sur scène. Pourtant, quelque chose en lui ne demande qu’à céder. Il propose à Gauthier de répéter la grande scène 1 de l’Acte 1, entre Philinte et Alceste. Au bout de cinq jours de répétition, il saura s’il a envie de le faire ou non. Les répétitions commencent : les deux acteurs se mesurent et se défient tour à tour, partagés entre le plaisir de jouer ensemble et l’envie brutale d’en découdre. La bienveillance de Gauthier est souvent mise à l’épreuve par le ressentiment de Serge. Autour d’eux, il y a le microcosme de l’Île de Ré, figée dans la morte saison : un agent immobilier, la patronne de l’hôtel local, une italienne divorcée venue vendre une maison. Et l’on peut se prendre à croire que Serge va réellement remonter sur les planches…",Philippe Le Guay,Philippe Le Guay,"Fabrice Luchini,Lambert Wilson,Maya Sansa","3,6","3,5",France,Pathé Films,3 nominations,2013,Long métrage,"Français, Italien",1 131 726 entrées
Le Garçon et la Bête,https://fr.web.img6.acsta.net/c_310_420/pictures/15/10/06/14/28/553693.jpg,13 janvier 2016,en salle,"Aventure,Animation",Tout public,"Shibuya, le monde des humains, et Jutengai, le monde des Bêtes... C'est l'histoire d'un garçon solitaire et d'une Bête seule, qui vivent chacun dans deux mondes séparés. Un jour, le garçon se perd dans le monde des Bêtes où il devient le disciple de la Bête Kumatetsu qui lui donne le nom de Kyuta. Cette rencontre fortuite est le début d'une aventure qui dépasse l'imaginaire...,",Mamoru Hosoda,Mamoru Hosoda,"Koji Yakusho,Aoi Miyazaki,Shôta Sometani","4,0","4,3",Japon,Gaumont Distribution,1 nomination,2015,Long métrage,Japonais,158 437 entrées
Souvenirs de Marnie,https://fr.web.img4.acsta.net/c_310_420/pictures/14/10/29/12/07/132203.jpg,14 janvier 2015,en salle,"Animation,Drame,Famille",Tout public,"Adolescente solitaire, Anna a perdu ses parents très jeune et vit en ville avec ses parents adoptifs. Lorsque son asthme s’aggrave, sa mère adoptive l’envoie chez des parents, les Oiwa, qui vivent près de la mer dans un petit village au nord d’Hokkaïdo. Pour Anna, c’est le début d’un été d’aventures qui commence par sa découverte d’une grande demeure construite au cœur des marais, non loin du village. Même si elle semble avoir quelque chose de familier pour elle, ""La Maison des Marais"", comme l’appellent les villageois, est inhabitée depuis bien longtemps. Et c’est là-bas qu’elle va faire la rencontre d’une étrange et mystérieuse fille : Marnie…",Hiromasa Yonebayashi,"Keiko Niwa,Masashi Ando","Kasumi Arimura,Sara Takatsuki,Nanako Matsushima","3,6","4,2",Japon,The Walt Disney Company France,3 nominations,2014,Long métrage,Japonais,114 679 entrées
The Best Offer,https://fr.web.img4.acsta.net/c_310_420/pictures/14/03/07/11/24/214323.jpg,16 avril 2014,en salle,"Drame,Thriller",Tout public,"Virgil Oldman est un commissaire priseur de renom. Véritable institution dans le milieu de l'art et misogyne assumé, il n'a de relation intime qu'avec la collection de tableaux qu'il a su constituer secrètement au cours des années. Personne ne le connaît vraiment, même pas son vieil ami marchand d'art Billy. Lorsqu'une cliente lui demande une expertise mais n'accepte de lui parler qu'au téléphone, Virgil est piqué de curiosité et ne peut se résoudre à laisser tomber l'affaire. Quand il la voit pour la première fois il tombe violemment sous son charme.",Giuseppe Tornatore,Giuseppe Tornatore,"Geoffrey Rush,Jim Sturgess,Sylvia Hoeks","3,3","4,1",Italie,Marco Polo Production,1 prix et 4 nominations,2013,Long métrage,Anglais,63 920 entrées
La Planète des singes : l'affrontement,https://fr.web.img4.acsta.net/c_310_420/pictures/14/07/03/16/07/192966.jpg,30 juillet 2014,en salle,"Action,Science Fiction",Tout public,"Une nation de plus en plus nombreuse de singes évolués, dirigée par César, est menacée par un groupe d’humains qui a survécu au virus dévastateur qui s'est répandu dix ans plus tôt. Ils parviennent à une trêve fragile, mais de courte durée : les deux camps sont sur le point de se livrer une guerre qui décidera de l’espèce dominante sur Terre.",Matt Reeves,"Rick Jaffa,Amanda Silver","Andy Serkis,Jason Clarke,Gary Oldman","3,6","3,9",U.S.A.,Twentieth Century Fox France,2 nominations,2014,Long métrage,Anglais,3 752 287 entrées
Braqueurs,https://fr.web.img6.acsta.net/c_310_420/pictures/16/02/26/10/22/161970.jpg,4 mai 2016,en salle,"Policier,Drame,Thriller",Interdit - 12 ans,"Yanis, Eric, Nasser et Frank forment l’équipe de braqueurs la plus efficace de toute la région Parisienne. Entre chaque coup, chacun gère comme il peut sa vie familiale, entre paranoïa, isolement et inquiétude des proches. Par appât du gain, Amine, le petit frère de Yanis, va commettre une erreur... Une erreur qui va les obliger à travailler pour des caïds de cité. Cette fois, il ne s'agit plus de braquer un fourgon blindé, mais un go-fast transportant plusieurs kilos d'héroïne. Mais la situation s’envenime, opposant rapidement braqueurs et dealers…",Julien Leclercq,"Julien Leclercq,Simon Moutaïrou","Sami Bouajila,Guillaume Gouix,Redouane Behache","3,3","3,5",France,SND,1 nomination,2015,Long métrage,Français,435 835 entrées
Mademoiselle de Joncquières,https://fr.web.img5.acsta.net/c_310_420/pictures/18/08/01/11/38/4214720.jpg,12 septembre 2018,en salle,"Drame,Romance",Tout public,"Madame de La Pommeraye, jeune veuve retirée du monde, cède à la cour du marquis des Arcis, libertin notoire. Après quelques années d’un bonheur sans faille, elle découvre que le marquis s’est lassé de leur union. Follement amoureuse et terriblement blessée, elle décide de se venger de lui avec la complicité de Mademoiselle de Joncquières et de sa mère...",Emmanuel Mouret,Emmanuel Mouret,"Cécile de France,Edouard Baer,Alice Isaaz","3,9","3,9",France,Pyramide Distribution,1 prix et 10 nominations,2018,Long métrage,Français,547 442 entrées
La Reine des neiges II,https://fr.web.img5.acsta.net/c_310_420/pictures/19/10/25/15/08/5952325.jpg,20 novembre 2019,en salle,"Animation,Musical",Tout public,"Pourquoi Elsa est-elle née avec des pouvoirs magiques ? La jeune fille rêve de l’apprendre, mais la réponse met son royaume en danger. Avec l’aide d’Anna, Kristoff, Olaf et Sven, Elsa entreprend un voyage aussi périlleux qu’extraordinaire. Dans La Reine des neiges, Elsa craignait que ses pouvoirs ne menacent le monde. Dans,, elle espère qu’ils seront assez puissants pour le sauver…","Jennifer Lee,Chris Buck","Jennifer Lee,Allison Schroeder","Emmylou Homs,Kristen Bell,Charlotte Hervieux","3,3","3,4",U.S.A.,The Walt Disney Company France,4 nominations,2019,Long métrage,Anglais,7 401 300 entrées
Malveillance,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/86/44/14/19850480.jpg,28 décembre 2011,en salle,"Epouvante-horreur,Thriller",Interdit - 12 ans,"César est un gardien d’immeuble toujours disponible, efficace et discret. Disponible pour s’immiscer dans la vie des habitants jusqu’à les connaître par cœur ; discret quand il emploie ses nuits à détruire leur bonheur ; efficace quand il s’acharne jusqu’à l’obsession sur Clara, une jeune femme insouciante et heureuse…",Jaume Balagueró,Alberto Marini,"Luis Tosar,Marta Etura,Alberto San Juan","3,4","3,7",Espagne,Wild Side Films / Le Pacte,3 nominations,2011,Long métrage,Espagnol,103 217 entrées
Young Adult,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/85/59/22/20033477.jpg,28 mars 2012,en salle,"Comédie,Drame",Tout public,"Originaire d’une petite ville de province où elle s’ennuyait à mourir, Mavis Gary s’est installée à Minneapolis où elle est devenue auteur de romans pour ados. Mais lorsqu’elle apprend que son ex-petit copain de lycée est devenu papa, elle décide de revenir sur les lieux de son enfance pour le reconquérir. Tandis que Mavis semble sûre d’elle et de son pouvoir de séduction, la situation ne tourne pas à son avantage. Elle noue alors une relation peu banale avec un ancien camarade de lycée, mal dans sa peau, qui, malgré les apparences, lui ressemble plus qu’il n’y paraît...",Jason Reitman,Diablo Cody,"Charlize Theron,Patton Oswalt,Patrick Wilson","3,0","2,4",U.S.A.,Paramount Pictures France,2 nominations,2011,Long métrage,Anglais,161 673 entrées
Monstres Academy,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/91/41/04/20484519.jpg,10 juillet 2013,en salle,"Animation,Comédie,Famille,Fantastique",Tout public,"Même quand il n’était qu’un tout petit monstre, Bob Razowski rêvait déjà de devenir une Terreur. Aujourd’hui, il est enfin en première année à la prestigieuse université Monstres Academy, où sont formées les meilleures Terreurs. Son plan de carrière bien préparé est pourtant menacé par sa rencontre avec James P. Sullivan, dit Sulli, un vrai crack qui a un don naturel pour Terrifier. Aveuglés par leur désir de se prouver l’un à l’autre qu’ils sont imbattables, tous deux finissent par se faire renvoyer de l’université. Pire encore : ils se rendent compte que s’ils veulent que les choses aient une chance de rentrer dans l’ordre, ils vont devoir travailler ensemble, et avec un petit groupe de monstres bizarres et mal assortis…",Dan Scanlon,"Robert L. Baird,Daniel Gerson","Eric Métayer,Billy Crystal,Xavier Fagnon","3,5","3,9",U.S.A.,The Walt Disney Company France,4 nominations,2013,Long métrage,Anglais,2 028 637 entrées
Another Year,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/77/71/08/19584776.jpg,22 décembre 2010,en salle,Drame,Tout public,"Printemps, été, automne et hiver. La famille et l'amitié. Amour et réconfort. Joie et peine. Espoir et découragement. La fraternité. La solitude. Une naissance. Une mort. Le temps passe...",Mike Leigh,Mike Leigh,"Jim Broadbent,Lesley Manville,Ruth Sheen","3,9","3,3",Grande-Bretagne,Diaphana Distribution,7 nominations,2010,Long métrage,Anglais,461 783 entrées
Mister Babadook,https://fr.web.img6.acsta.net/c_310_420/pictures/14/06/12/14/20/320768.jpg,30 juillet 2014,en salle,"Drame,Epouvante-horreur,Thriller",Interdit - 12 ans,"Depuis la mort brutale de son mari, Amelia lutte pour ramener à la raison son fils de 6 ans, Samuel, devenu complètement incontrôlable et qu'elle n'arrive pas à aimer. Quand un livre de contes intitulé 'Mister Babadook' se retrouve mystérieusement dans leur maison, Samuel est convaincu que le 'Babadook' est la créature qui hante ses cauchemars. Ses visions prennent alors une tournure démesurée, il devient de plus en plus imprévisible et violent. Amelia commence peu à peu à sentir une présence malveillante autour d’elle et réalise que les avertissements de Samuel ne sont peut-être pas que des hallucinations...",Jennifer Kent,Jennifer Kent,"Essie Davis,Noah Wiseman,Daniel Henshall","3,5","2,9",Australie,Wild Bunch Distribution,# prix,2014,Long métrage,Anglais,130 310 entrées
