"Titre","URL","Démarrage","Entrées totales","Réalisateur","Producteur","Pays","Genre","Date de sortie","Classification","Distributeur","Rang toutes exploitations","Rang général","Rang 2008","Nb 1ère places hebdo","Nb semaines Top20","Meilleure place hebdo","Acteurs","Acteur principal","Acteur secondaire"
"speed 2","https://www.jpbox-office.com/fichfilm.php?id=3395&view=2","503 700","1 134 913","Jan De Bont","","Etats-Unis","Aventure - Action","23/07/1997","Tous publics","UFD","3 549","3 579","","2","5","1","[{""name"": ""Sandra Bullock"", ""role_type"": ""Rôle principal"", ""character"": ""Annie Porter""}, {""name"": ""Willem Dafoe"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Sandra Bullock, Willem Dafoe",""
"sully","https://www.jpbox-office.com/fichfilm.php?id=15635&view=2","505 048","1 178 535","Clint Eastwood","","Etats-Unis","Drame","30/11/2016","Tous publics","Warner Bros.","3 397","3 425","","0","5","3","[{""name"": ""Tom Hanks"", ""role_type"": ""Rôle principal"", ""character"": ""Chesley 'Sully' Sullenberger""}, {""name"": ""Aaron Eckhart"", ""role_type"": ""Second rôle"", ""character"": ""Jeff Skiles""}]","Tom Hanks","Aaron Eckhart"
"ali","https://www.jpbox-office.com/fichfilm.php?id=2119&view=2","505 352","1 035 360","Michael Mann","","Etats-Unis","Drame","27/02/2002","Distribué par Bac Films","Bac Films","3 876","3 906","","0","5","2","[{""name"": ""Will Smith"", ""role_type"": ""Rôle principal"", ""character"": ""Muhammad Ali""}, {""name"": ""Jamie Foxx"", ""role_type"": ""Rôle principal"", ""character"": ""Drew 'Bundini' Brown""}, {""name"": ""Jon Voight"", ""role_type"": ""Second rôle"", ""character"": ""Howard Cosell""}]","Will Smith, Jamie Foxx","Jon Voight"
"tanguy, le retour","https://www.jpbox-office.com/fichfilm.php?id=18821&view=2","486 634","1 027 447","Etienne Chatiliez","","France","Comédie","10/04/2019","Tous publics","SND","3 902","3 932","","1","6","1","[{""name"": ""Sabine Azéma"", ""role_type"": ""Rôle principal"", ""character"": ""Edith""}, {""name"": ""André Dussollier"", ""role_type"": ""Rôle principal"", ""character"": ""Paul""}]","Sabine Azéma, André Dussollier",""
"made in america","https://www.jpbox-office.com/fichfilm.php?id=4549&view=2","486 958","1 175 469","","","Etats-Unis","Comédie","23/06/1993","Distribué par Warner Bros.","Warner Bros.","3 409","3 437","","2","4","1","[{""name"": ""Will Smith"", ""role_type"": ""Rôle principal"", ""character"": ""Tea Cake Walters""}, {""name"": ""Whoopi Goldberg"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Will Smith, Whoopi Goldberg",""
"alvin et les chipmunks - a fond la caisse","https://www.jpbox-office.com/fichfilm.php?id=15195&view=2","488 106","1 799 931","","","Etats-Unis","Film familial","03/02/2016","Tous publics","20th Century Fox","2 051","2 069","","0","5","3","[{""name"": ""Anna Faris"", ""role_type"": ""Voix"", ""character"": ""off - Jeanette Miller""}]","",""
"tout pour plaire","https://www.jpbox-office.com/fichfilm.php?id=726&view=2","489 073","1 445 384","","","France","Comédie","16/03/2005","Distribué par Diaphana","Diaphana","2 700","2 725","","0","7","2","[{""name"": ""Judith Godrèche"", ""role_type"": ""Rôle principal"", ""character"": ""Marie""}, {""name"": ""Mathilde Seigner"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Pascal Elbé"", ""role_type"": ""Second rôle"", ""character"": ""Simon Devos""}, {""name"": ""François-Xavier Demaison"", ""role_type"": ""Apparition"", ""character"": ""L'agent immobilier""}]","Judith Godrèche, Mathilde Seigner","Pascal Elbé"
"mauvais esprit","https://www.jpbox-office.com/fichfilm.php?id=1441&view=2","489 107","1 106 439","","","France","Comédie","05/11/2003","Tous publics","Pathé","3 638","3 667","","0","5","3","[{""name"": ""Thierry Lhermitte"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Thierry Lhermitte",""
"jack reacher 2","https://www.jpbox-office.com/fichfilm.php?id=15627&view=2","489 442","926 882","Edward Zwick","","Etats-Unis","Thriller","19/10/2016","Tous publics","Paramount","4 274","4 311","","0","3","4","[{""name"": ""Tom Cruise"", ""role_type"": ""Rôle principal"", ""character"": ""Jack Reacher""}]","Tom Cruise",""
"pulp fiction","https://www.jpbox-office.com/fichfilm.php?id=4252&view=2","474 930","2 864 640","Quentin Tarantino","","Etats-Unis","Drame","26/10/1994","Moins de 12 ans","Bac Films","951","954","","1","11","1","[{""name"": ""Bruce Willis"", ""role_type"": ""Rôle principal"", ""character"": ""Butch Coolidge""}, {""name"": ""John Travolta"", ""role_type"": ""Rôle principal"", ""character"": ""Vincent Vega""}, {""name"": ""Samuel L. Jackson"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Uma Thurman"", ""role_type"": ""Rôle principal"", ""character"": ""Mia Wallace""}, {""name"": ""Harvey Keitel"", ""role_type"": ""Second rôle"", ""character"": """"}, {""name"": ""Christopher Walken"", ""role_type"": ""Apparition"", ""character"": """"}, {""name"": ""Steve Buscemi"", ""role_type"": """", ""character"": """"}]","Bruce Willis, John Travolta, Samuel L. Jackson, Uma Thurman","Harvey Keitel"
"panic room","https://www.jpbox-office.com/fichfilm.php?id=1769&view=2","475 014","1 324 402","David Fincher","","Etats-Unis","Aventure - Action","24/04/2002","Moins de 12 ans","Columbia","2 967","2 991","","1","6","1","[{""name"": ""Jodie Foster"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Jared Leto"", ""role_type"": ""Rôle principal"", ""character"": ""Junior""}, {""name"": ""Kristen Stewart"", ""role_type"": ""Rôle principal"", ""character"": ""Sarah Altman""}, {""name"": ""Forest Whitaker"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Jodie Foster, Jared Leto, Kristen Stewart, Forest Whitaker",""
"tron l'héritage","https://www.jpbox-office.com/fichfilm.php?id=10963&view=2","475 032","1 215 956","Joseph Kosinski","","Etats-Unis","Science Fiction","09/02/2011","Tous publics","Walt Disney Pictures","3 280","3 306","","0","4","4","[{""name"": ""Jeff Bridges"", ""role_type"": ""Rôle principal"", ""character"": ""Kevin Flynn / Clu 2.0""}]","Jeff Bridges",""
"divergente","https://www.jpbox-office.com/fichfilm.php?id=14112&view=2","475 291","1 492 110","","","Etats-Unis","Science Fiction","09/04/2014","Tous publics","SND","2 587","2 611","","0","7","3","[{""name"": ""Kate Winslet"", ""role_type"": ""Second rôle"", ""character"": ""Jeanine Matthews""}, {""name"": ""Ashley Judd"", ""role_type"": ""Apparition"", ""character"": ""Natalie Prior""}]","","Kate Winslet"
"l'immortel","https://www.jpbox-office.com/fichfilm.php?id=11084&view=2","475 510","1 129 959","Richard Berry","","France","Thriller","24/03/2010","Moins de 12 ans","EuropaCorp","3 565","3 595","","0","5","3","[{""name"": ""Marina Foïs"", ""role_type"": ""Rôle principal"", ""character"": ""Marie Goldman""}, {""name"": ""Kad Merad"", ""role_type"": ""Rôle principal"", ""character"": ""Tony Zacchia""}, {""name"": ""Jean Reno"", ""role_type"": ""Rôle principal"", ""character"": ""Charly Matteï""}, {""name"": ""Richard Berry"", ""role_type"": ""Second rôle"", ""character"": ""Aurélio Rampoli""}, {""name"": ""Jean-Pierre Darroussin"", ""role_type"": ""Second rôle"", ""character"": ""Martin Beaudinard""}]","Marina Foïs, Kad Merad, Jean Reno","Richard Berry, Jean-Pierre Darroussin"
"le terminal","https://www.jpbox-office.com/fichfilm.php?id=1089&view=2","475 798","1 145 263","Steven Spielberg","","Etats-Unis","Comédie","15/09/2004","Distribué par UIP","UIP","3 513","3 542","","1","5","1","[{""name"": ""Tom Hanks"", ""role_type"": ""Rôle principal"", ""character"": ""Viktor Navorski""}, {""name"": ""Catherine Zeta Jones"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Tom Hanks, Catherine Zeta Jones",""
"john carter","https://www.jpbox-office.com/fichfilm.php?id=12280&view=2","475 960","1 021 013","Andrew Stanton","","Etats-Unis","Science Fiction","07/03/2012","Tous publics","Walt Disney Pictures","3 930","3 960","","0","4","2","[{""name"": ""Bryan Cranston"", ""role_type"": ""Second rôle"", ""character"": ""Powell""}, {""name"": ""Willem Dafoe"", ""role_type"": ""Second rôle"", ""character"": ""Tars Tarkas""}]","","Bryan Cranston, Willem Dafoe"
"pentagon papers","https://www.jpbox-office.com/fichfilm.php?id=17037&view=2","476 134","1 338 048","Steven Spielberg","","Etats-Unis","Drame","24/01/2018","Tous publics","Universal","2 932","2 956","","1","5","1","[{""name"": ""Tom Hanks"", ""role_type"": ""Rôle principal"", ""character"": ""Ben Bradley""}, {""name"": ""Meryl Streep"", ""role_type"": ""Rôle principal"", ""character"": ""Kay Graham""}]","Tom Hanks, Meryl Streep",""
"joyeuse retraite !","https://www.jpbox-office.com/fichfilm.php?id=19581&view=2","477 116","1 259 687","","","France","Comédie","20/11/2019","Tous publics","SND","3 140","3 165","","0","6","3","[{""name"": ""Michèle Laroque"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Thierry Lhermitte"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Michèle Laroque, Thierry Lhermitte",""
"traffic","https://www.jpbox-office.com/fichfilm.php?id=2415&view=2","477 351","1 938 732","Steven Soderbergh","","Etats-Unis","Drame","07/03/2001","Tous publics","Bac Films","1 835","1 852","","0","9","2","[{""name"": ""Michael Douglas"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Benicio Del Toro"", ""role_type"": ""Rôle principal"", ""character"": ""Javier Rodriguez""}, {""name"": ""Catherine Zeta Jones"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Don Cheadle"", ""role_type"": ""Second rôle"", ""character"": ""Montel Gordon""}, {""name"": ""Dennis Quaid"", ""role_type"": ""Second rôle"", ""character"": """"}, {""name"": ""Salma Hayek"", ""role_type"": ""Apparition"", ""character"": ""La maitresse de Madrigal""}, {""name"": ""Viola Davis"", ""role_type"": """", ""character"": ""L'assistante sociale""}]","Michael Douglas, Benicio Del Toro, Catherine Zeta Jones","Don Cheadle, Dennis Quaid"
"sleepers","https://www.jpbox-office.com/fichfilm.php?id=3680&view=2","464 884","1 762 652","Barry Levinson","","Etats-Unis","Drame","30/10/1996","Moins de 12 ans","Polygram","2 105","2 125","","0","6","2","[{""name"": ""Robert De Niro"", ""role_type"": ""Rôle principal"", ""character"": ""Père Bobby""}, {""name"": ""Kevin Bacon"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Dustin Hoffman"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Minnie Driver"", ""role_type"": ""Rôle principal"", ""character"": ""Carol Martinez""}, {""name"": ""Brad Pitt"", ""role_type"": ""Second rôle"", ""character"": ""Michael Sullivan""}]","Robert De Niro, Kevin Bacon, Dustin Hoffman, Minnie Driver","Brad Pitt"
"get out","https://www.jpbox-office.com/fichfilm.php?id=16774&view=2","465 265","1 145 664","","","Etats-Unis","Horreur","03/05/2017","Moins de 12 ans","Universal","3 511","3 540","","0","8","2","[]","",""
"scooby-doo 2: les monstres se déchaînent","https://www.jpbox-office.com/fichfilm.php?id=1082&view=2","465 406","1 393 180","Raja Gosnell","","Etats-Unis","Film familial","07/04/2004","Tous publics","Warner Bros.","2 805","2 830","","0","7","3","[{""name"": ""Sarah Michelle Gellar"", ""role_type"": ""Rôle principal"", ""character"": ""Daphne Blake""}]","Sarah Michelle Gellar",""
"prédictions","https://www.jpbox-office.com/fichfilm.php?id=10588&view=2","465 607","1 401 915","Alex Proyas","","Etats-Unis","Science Fiction","01/04/2009","Tous publics","SND","2 786","2 812","","0","6","2","[{""name"": ""Nicolas Cage"", ""role_type"": ""Rôle principal"", ""character"": ""John Koestler""}, {""name"": ""Rose Byrne"", ""role_type"": ""Second rôle"", ""character"": ""Diana Wayland""}]","Nicolas Cage","Rose Byrne"
"la pat’ patrouille - le film","https://www.jpbox-office.com/fichfilm.php?id=21329&view=2","459 566","1 458 977","","","Etats-Unis","Animation","11/08/2021","Tous publics","Paramount","2 667","2 692","","1","9","1","","",""
"le renard et l'enfant","https://www.jpbox-office.com/fichfilm.php?id=209&view=2","466 488","2 499 137","Luc Jacquet","","France","Film familial","12/12/2007","Tous publics","Walt Disney Pictures","1 214","1 218","","0","7","2","[{""name"": ""Isabelle Carré"", ""role_type"": ""Voix"", ""character"": ""off - la narratrice""}]","",""
"drive","https://www.jpbox-office.com/fichfilm.php?id=12187&view=2","467 609","1 580 623","","","Etats-Unis","Aventure - Action","05/10/2011","Moins de 12 ans","Le Pacte","2 423","2 444","","0","7","2","[{""name"": ""Ryan Gosling"", ""role_type"": ""Rôle principal"", ""character"": ""Driver""}, {""name"": ""Bryan Cranston"", ""role_type"": ""Second rôle"", ""character"": ""Shannon""}, {""name"": ""Ron Perlman"", ""role_type"": ""Second rôle"", ""character"": ""Nino""}]","Ryan Gosling","Bryan Cranston, Ron Perlman"
"la première étoile","https://www.jpbox-office.com/fichfilm.php?id=10717&view=2","456 914","1 647 603","Jean-Baptiste Lucien","","France","Comédie","25/03/2009","Tous publics","Mars Distribution","2 303","2 324","","0","9","2","[{""name"": ""Jean-Baptiste Lucien"", ""role_type"": ""Rôle principal"", ""character"": ""Jean-Gabriel""}]","Jean-Baptiste Lucien",""
"le prince oublié","https://www.jpbox-office.com/fichfilm.php?id=19823&view=2","457 031","921 200","Michel Hazanavicius","","France","Film familial","12/02/2020","Tous publics","Pathé","4 298","4 335","","0","4","2","[{""name"": ""Bérénice Bejo"", ""role_type"": ""Rôle principal"", ""character"": ""Clotilde / La femme à la porte""}, {""name"": ""François Damiens"", ""role_type"": ""Rôle principal"", ""character"": ""Pritprout""}, {""name"": ""Omar Sy"", ""role_type"": ""Rôle principal"", ""character"": ""Djibi / Le Prince""}]","Bérénice Bejo, François Damiens, Omar Sy",""
"un secret","https://www.jpbox-office.com/fichfilm.php?id=165&view=2","458 730","1 691 907","Claude Miller","","France","Drame","03/10/2007","Tous publics","UGC Distribution","2 227","2 248","","2","5","1","[{""name"": ""Patrick Bruel"", ""role_type"": ""Rôle principal"", ""character"": ""Maxime""}, {""name"": ""Cécile De France"", ""role_type"": ""Rôle principal"", ""character"": ""Tania""}, {""name"": ""Ludivine Sagnier"", ""role_type"": ""Rôle principal"", ""character"": ""Hannah""}, {""name"": ""Mathieu Amalric"", ""role_type"": ""Second rôle"", ""character"": ""François, à 37 ans""}, {""name"": ""Julie Depardieu"", ""role_type"": ""Second rôle"", ""character"": ""Louise""}, {""name"": ""Laurent Lafitte"", ""role_type"": ""Apparition"", ""character"": ""Gendarme lors de l'arrestation""}]","Patrick Bruel, Cécile De France, Ludivine Sagnier","Mathieu Amalric, Julie Depardieu"
"chronicle","https://www.jpbox-office.com/fichfilm.php?id=12569&view=2","458 842","1 020 366","","","Etats-Unis","Fantasy","22/02/2012","Tous publics","20th Century Fox","3 933","3 963","","1","5","1","[{""name"": ""Michael B. Jordan"", ""role_type"": ""Rôle principal"", ""character"": ""Steve Montgomery""}]","Michael B. Jordan",""
"poly","https://www.jpbox-office.com/fichfilm.php?id=20737&view=2","458 929","604 853","Nicolas Vanier","","France","Film familial","21/10/2020","Tous publics","SND","5 886","5 928","","0","3","4","[{""name"": ""François Cluzet"", ""role_type"": ""Rôle principal"", ""character"": ""Victor""}, {""name"": ""Patrick Timsit"", ""role_type"": ""Second rôle"", ""character"": ""Brancalou""}]","François Cluzet","Patrick Timsit"
"resident evil: apocalypse","https://www.jpbox-office.com/fichfilm.php?id=1093&view=2","459 152","990 268","","","Etats-Unis","Aventure - Action","06/10/2004","Moins de 12 ans","Metropolitan","4 056","4 092","","0","4","2","[{""name"": ""Milla Jovovich"", ""role_type"": ""Rôle principal"", ""character"": ""Alice""}]","Milla Jovovich",""
"starship troopers","https://www.jpbox-office.com/fichfilm.php?id=3401&view=2","459 531","964 630","Paul Verhoeven","","Etats-Unis","Science Fiction","21/01/1998","Moins de 12 ans","GBVI","4 133","4 170","","0","4","2","[{""name"": ""Denise Richards"", ""role_type"": ""Rôle principal"", ""character"": ""Carmen Ibanez""}]","Denise Richards",""
"hotel transylvanie 2","https://www.jpbox-office.com/fichfilm.php?id=14957&view=2","459 772","2 301 547","","","Etats-Unis","Animation","07/10/2015","Tous publics","Sony Pictures","1 415","1 423","","0","8","2","[{""name"": ""Adam Sandler"", ""role_type"": ""Voix"", ""character"": ""off - Dracula""}, {""name"": ""Steve Buscemi"", ""role_type"": ""Voix"", ""character"": ""off - Wayne""}, {""name"": ""Kevin James"", ""role_type"": ""Voix"", ""character"": ""off - Frank / Frankenstein""}]","",""
"un monde parfait","https://www.jpbox-office.com/fichfilm.php?id=4533&view=2","459 900","3 148 826","Clint Eastwood","","Etats-Unis","Thriller","15/12/1993","Tous publics","Warner Bros.","775","775","","0","7","2","[{""name"": ""Kevin Costner"", ""role_type"": ""Rôle principal"", ""character"": ""Robert 'Butch' Haynes""}, {""name"": ""Clint Eastwood"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Kevin Costner, Clint Eastwood",""
"la marche de l'empereur","https://www.jpbox-office.com/fichfilm.php?id=719&view=2","447 512","1 913 682","Luc Jacquet","","France","Documentaire","26/01/2005","Tous publics","Walt Disney Pictures","1 865","1 882","","0","7","2","[]","",""
"ong bak","https://www.jpbox-office.com/fichfilm.php?id=1094&view=2","440 495","967 824","","","Thaïlande","Aventure - Action","07/04/2004","Moins de 12 ans","EuropaCorp","4 120","4 156","","0","4","5","","",""
"mr-73","https://www.jpbox-office.com/fichfilm.php?id=203&view=2","448 334","909 949","Olivier Marchal","","France","Thriller","12/03/2008","Moins de 12 ans","Gaumont","4 335","4 372","52","0","3","3","[{""name"": ""Daniel Auteuil"", ""role_type"": ""Rôle principal"", ""character"": ""Louis Schneider""}]","Daniel Auteuil",""
"le chant du loup","https://www.jpbox-office.com/fichfilm.php?id=18817&view=2","448 755","1 548 510","","","France","Drame","20/02/2019","Tous publics","Pathé","2 479","2 500","","0","8","4","[{""name"": ""François Civil"", ""role_type"": ""Rôle principal"", ""character"": ""Chanteraide""}, {""name"": ""Mathieu Kassovitz"", ""role_type"": ""Rôle principal"", ""character"": ""Alfost""}, {""name"": ""Reda Kateb"", ""role_type"": ""Rôle principal"", ""character"": ""Grandchamp""}, {""name"": ""Omar Sy"", ""role_type"": ""Rôle principal"", ""character"": ""D'Orsi""}]","François Civil, Mathieu Kassovitz, Reda Kateb, Omar Sy",""
"terminator: dark fate","https://www.jpbox-office.com/fichfilm.php?id=18637&view=2","449 453","918 126","","","Etats-Unis","Science Fiction","23/10/2019","Distribué par 20th Century Fox","20th Century Fox","4 306","4 343","","0","4","5","[{""name"": ""Arnold Schwarzenegger"", ""role_type"": ""Rôle principal"", ""character"": ""T-800""}]","Arnold Schwarzenegger",""
"godzilla x kong : le nouvel empire","https://www.jpbox-office.com/fichfilm.php?id=23125&view=2","442 704","1 182 733","","","Etats-Unis","Fantasy","03/04/2024","Tous publics","Warner Bros.","3 384","3 412","","1","6","1","","",""
"incognito","https://www.jpbox-office.com/fichfilm.php?id=10744&view=2","450 026","1 250 138","","","France","Comédie","29/04/2009","Tous publics","Pathé","3 161","3 186","","0","6","2","[{""name"": ""Franck Dubosc"", ""role_type"": ""Rôle principal"", ""character"": ""Francis""}, {""name"": ""François Damiens"", ""role_type"": ""Second rôle"", ""character"": ""chauffeur accident""}, {""name"": ""Yolande Moreau"", ""role_type"": ""Second rôle"", ""character"": ""Mme Champenard""}]","Franck Dubosc","François Damiens, Yolande Moreau"
"shazam!","https://www.jpbox-office.com/fichfilm.php?id=18753&view=2","442 839","1 075 884","","","Etats-Unis","Comicbook","03/04/2019","Tous publics","Warner Bros.","3 738","3 766","","0","5","2","","",""
"xxx : reactivated","https://www.jpbox-office.com/fichfilm.php?id=15746&view=2","450 091","927 991","D.J. Caruso","","Etats-Unis","Aventure - Action","18/01/2017","Tous publics","Paramount","4 268","4 305","","0","4","2","[{""name"": ""Vin Diesel"", ""role_type"": ""Rôle principal"", ""character"": ""Xander Cage""}, {""name"": ""Toni Collette"", ""role_type"": ""Second rôle"", ""character"": ""Jane Marke""}, {""name"": ""Ice Cube"", ""role_type"": ""Second rôle"", ""character"": ""Darius Stone""}, {""name"": ""Samuel L. Jackson"", ""role_type"": ""Second rôle"", ""character"": ""Augustus Gibbons""}]","Vin Diesel","Toni Collette, Ice Cube, Samuel L. Jackson"
"volcano","https://www.jpbox-office.com/fichfilm.php?id=3398&view=2","450 126","1 021 343","","","Etats-Unis","Catastrophe","27/08/1997","Tous publics","UFD","3 926","3 956","","0","3","2","[{""name"": ""Anne Heche"", ""role_type"": ""Rôle principal"", ""character"": ""Dr. Amy Barnes""}, {""name"": ""Tommy Lee Jones"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Don Cheadle"", ""role_type"": ""Second rôle"", ""character"": ""Emmit Reese""}]","Anne Heche, Tommy Lee Jones","Don Cheadle"
"le transporteur 2","https://www.jpbox-office.com/fichfilm.php?id=736&view=2","440 512","1 230 444","Louis Leterrier","","France","Aventure - Action","03/08/2005","Tous publics","EuropaCorp","3 228","3 254","","0","6","2","[{""name"": ""Jason Statham"", ""role_type"": ""Rôle principal"", ""character"": ""Frank Martin""}, {""name"": ""François Berléand"", ""role_type"": ""Second rôle"", ""character"": ""Tarconi""}]","Jason Statham","François Berléand"
"time out","https://www.jpbox-office.com/fichfilm.php?id=12327&view=2","441 450","1 099 016","Andrew Niccol","","Etats-Unis","Science Fiction","23/11/2011","Tous publics","20th Century Fox","3 666","3 695","","0","6","3","[{""name"": ""Justin Timberlake"", ""role_type"": ""Rôle principal"", ""character"": ""Will Salas""}, {""name"": ""Cillian Murphy"", ""role_type"": ""Second rôle"", ""character"": ""Raymond Leon""}]","Justin Timberlake","Cillian Murphy"
"o'brother","https://www.jpbox-office.com/fichfilm.php?id=2426&view=2","442 253","1 499 393","Joel Coen","","Etats-Unis","Comédie","30/08/2000","Tous publics","Bac Films","2 573","2 597","","0","8","2","[{""name"": ""George Clooney"", ""role_type"": ""Rôle principal"", ""character"": ""Ulysses Everett McGill""}, {""name"": ""Holly Hunter"", ""role_type"": ""Second rôle"", ""character"": ""Penny Wharvey""}, {""name"": ""John Goodman"", ""role_type"": """", ""character"": """"}]","George Clooney","Holly Hunter"
"les incognitos","https://www.jpbox-office.com/fichfilm.php?id=18695&view=2","442 565","1 130 584","","","Etats-Unis","Animation","25/12/2019","Tous publics","20th Century Fox","3 561","3 591","","0","7","4","[{""name"": ""Tom Holland"", ""role_type"": ""Voix"", ""character"": ""off -""}, {""name"": ""Will Smith"", ""role_type"": ""Voix"", ""character"": ""off - Lance Sterling""}]","",""
"the patriot - le chemin de la liberté","https://www.jpbox-office.com/fichfilm.php?id=2431&view=2","442 823","1 160 975","Roland Emmerich","","Etats-Unis","Aventure - Action","12/07/2000","Tous publics","Columbia","3 462","3 491","","0","7","2","[{""name"": ""Mel Gibson"", ""role_type"": ""Rôle principal"", ""character"": ""Benjamin Martin""}, {""name"": ""Heath Ledger"", ""role_type"": ""Rôle principal"", ""character"": ""Gabriel Martin""}]","Mel Gibson, Heath Ledger",""
"lolo","https://www.jpbox-office.com/fichfilm.php?id=15485&view=2","443 169","906 840","","","France","Comédie","28/10/2015","Tous publics","Mars Distribution","4 345","4 382","","0","5","3","[{""name"": ""Dany Boon"", ""role_type"": ""Rôle principal"", ""character"": ""Jean-René""}, {""name"": ""Vincent Lacoste"", ""role_type"": ""Rôle principal"", ""character"": ""Lolo""}, {""name"": ""Karin Viard"", ""role_type"": ""Rôle principal"", ""character"": ""Ariane""}, {""name"": ""Ramzy Bedia"", ""role_type"": ""Apparition"", ""character"": ""L'homme à l'Austin Martin""}]","Dany Boon, Vincent Lacoste, Karin Viard",""
"1 chance sur 2","https://www.jpbox-office.com/fichfilm.php?id=3069&view=2","430 015","1 056 810","Patrice Leconte","","France","Aventure - Action","25/03/1998","Tous publics","UFD","3 799","3 828","","0","3","2","[{""name"": ""Jean-Paul Belmondo"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Vanessa Paradis"", ""role_type"": ""Rôle principal"", ""character"": ""Alice Tomaso""}, {""name"": ""Alain Delon"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Jean-Paul Belmondo, Vanessa Paradis, Alain Delon",""
"sin city","https://www.jpbox-office.com/fichfilm.php?id=735&view=2","430 479","1 261 533","Robert Rodriguez","","Etats-Unis","Comicbook","01/06/2005","Moins de 12 ans","Pan-Européenne","3 137","3 162","","0","6","2","[{""name"": ""Bruce Willis"", ""role_type"": ""Rôle principal"", ""character"": ""Hartigan""}, {""name"": ""Benicio Del Toro"", ""role_type"": ""Rôle principal"", ""character"": ""Jackie Boy""}, {""name"": ""Jessica Alba"", ""role_type"": ""Rôle principal"", ""character"": ""Nancy Callahan""}, {""name"": ""Clive Owen"", ""role_type"": ""Rôle principal"", ""character"": ""Dwight""}, {""name"": ""Mickey Rourke"", ""role_type"": ""Second rôle"", ""character"": ""Marv""}, {""name"": ""Josh Hartnett"", ""role_type"": ""Second rôle"", ""character"": ""l'homme""}, {""name"": ""Elijah Wood"", ""role_type"": """", ""character"": """"}]","Bruce Willis, Benicio Del Toro, Jessica Alba, Clive Owen","Mickey Rourke, Josh Hartnett"
"hantise","https://www.jpbox-office.com/fichfilm.php?id=2742&view=2","430 531","1 062 781","Jan De Bont","","Etats-Unis","Horreur","27/10/1999","Tous publics","UIP","3 783","3 812","","0","4","4","[{""name"": ""Liam Neeson"", ""role_type"": ""Rôle principal"", ""character"": ""Dr. David Marrow""}, {""name"": ""Owen Wilson"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Catherine Zeta Jones"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Liam Neeson, Owen Wilson, Catherine Zeta Jones",""
"azur et asmar","https://www.jpbox-office.com/fichfilm.php?id=344&view=2","430 753","1 773 341","Michel Ocelot","","France","Animation","25/10/2006","Tous publics","Diaphana","2 089","2 109","","0","8","2","[{""name"": ""Patrick Timsit"", ""role_type"": ""Voix"", ""character"": ""off - Crapoux""}]","",""
"batman, le défi","https://www.jpbox-office.com/fichfilm.php?id=4815&view=2","431 247","1 243 471","Tim Burton","","Etats-Unis","Comicbook","15/07/1992","Tous publics","Warner Bros.","3 181","3 206","","0","0","-","[{""name"": ""Michelle Pfeiffer"", ""role_type"": ""Rôle principal"", ""character"": ""Catwoman""}, {""name"": ""Danny DeVito"", ""role_type"": ""Rôle principal"", ""character"": ""Le Pingouin""}, {""name"": ""Michael Keaton"", ""role_type"": ""Rôle principal"", ""character"": ""Batman / Bruce Wayne""}, {""name"": ""Christopher Walken"", ""role_type"": ""Second rôle"", ""character"": """"}]","Michelle Pfeiffer, Danny DeVito, Michael Keaton","Christopher Walken"
"tu veux ou tu veux pas","https://www.jpbox-office.com/fichfilm.php?id=14154&view=2","431 620","1 059 794","Tonie Marshall","","France","Comédie","01/10/2014","Tous publics","Warner Bros.","3 791","3 820","","1","5","1","[{""name"": ""Patrick Bruel"", ""role_type"": ""Rôle principal"", ""character"": ""Lambert Levallois""}, {""name"": ""Sophie Marceau"", ""role_type"": ""Rôle principal"", ""character"": ""Judith Chabrier""}]","Patrick Bruel, Sophie Marceau",""
"les schtroumpfs et le village perdu","https://www.jpbox-office.com/fichfilm.php?id=13789&view=2","431 955","1 798 262","","","Etats-Unis","Animation","05/04/2017","Tous publics","Sony Pictures","2 053","2 071","","0","10","3","[{""name"": ""Julia Roberts"", ""role_type"": ""Voix"", ""character"": ""off - Schtroumpf Willow""}]","",""
