Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
convoi exceptionnel,81523.0,122801,Bertrand Blier,France,Comédie,2019-03-13,Tous publics,UGC Distribution,,,0,2,16.0,"Christian Clavier, Gérard Depardieu","Alexandra Lamy, Sylvie Testud"
demain,82144.0,1087306,,France,Documentaire,2015-12-02,Tous publics,Mars Distribution,,,0,17,8.0,,
l'amour est une fête,81674.0,127055,,France,Comédie,2018-09-19,Moins de 12 ans,Mars Distribution,,,0,2,10.0,"Guillaume Canet, Gilles Lellouche",
les éblouis,81678.0,229038,,France,Drame,2019-11-20,Tous publics,Pyramide,,,0,3,10.0,"Camille Cottin, Jean-Pierre Darroussin",
la mer à boire,81783.0,130796,,France,Comédie dramatique,2012-02-22,Tous publics,Wild Bunch,,,0,1,16.0,Daniel Auteuil,
et ta soeur,81813.0,133120,,France,Comédie dramatique,2016-01-13,Tous publics,Le Pacte,,,0,2,8.0,"Virginie Efira, Géraldine Nakache",
je compte sur vous,81868.0,124709,,France,Comédie dramatique,2015-12-30,Tous publics,Rezo Films,,,0,2,15.0,"Zabou Breitman, Vincent Elbaz",
les olympiades,81883.0,194786,Jacques Audiard,France,Comédie dramatique,2021-11-03,Tous publics,Memento Films,,,0,3,12.0,,
le tigre et le président,81893.0,184890,,France,Comédie,2022-09-07,Tous publics,-,,,0,3,4.0,"André Dussollier, Jacques Gamblin",
get on up,81926.0,128425,,Etats-Unis,Musical,2014-09-24,Tous publics,Universal,,,0,2,12.0,"Chadwick Boseman, Viola Davis",
wonder,82140.0,347315,,Etats-Unis,Drame,2017-12-20,Tous publics,Metropolitan,,,0,5,13.0,"Julia Roberts, Owen Wilson",
trois visages,82587.0,200115,,Iran,Drame,2018-06-06,Tous publics,Memento Films,,,0,4,4.0,,
gardiens de l'ordre,82441.0,111563,Nicolas Boukhrief,France,Thriller,2010-04-07,Tous publics,Gaumont,,,0,2,11.0,Cécile De France,
chronique d'un scandale,82448.0,149602,,Etats-Unis,Drame,2007-02-28,Tous publics,20th Century Fox,,,0,0,,"Cate Blanchett, Judi Dench",
le vieux qui ne voulait pas fêter son anniversaire,82651.0,172665,,Suède,Comédie,2014-05-28,Tous publics,Studiocanal,,,0,3,11.0,,
secret d'etat,82480.0,130977,,Etats-Unis,Thriller,2014-11-26,Tous publics,Metropolitan,,,0,2,7.0,Jeremy Renner,"Andy Garcia, Ray Liotta"
escape game 2 - le monde est un piège,82707.0,233835,,Etats-Unis,Horreur,2021-08-11,Tous publics,Sony Pictures,,,0,4,10.0,,
soeur sourire,82541.0,150060,,France,Drame,2009-04-29,Tous publics,Océan Films,,,0,1,11.0,Cécile De France,
de grandes espérances (2023),82734.0,202165,,France,Drame,2023-03-22,Tous publics,The Jokers / Les Bookmakers,,,0,3,10.0,,
la couleur de la victoire,82572.0,161089,,Etats-Unis,Drame,2016-07-27,Tous publics,La Belle Company,,,0,3,10.0,,Jeremy Irons
we want sex equality,82602.0,231764,,Grande-Bretagne,Drame,2011-03-09,Tous publics,ARP Selection,,,0,3,14.0,,Rosamund Pike
corporate,82630.0,254503,,France,Thriller,2017-04-05,Tous publics,Diaphana,,,0,4,8.0,Lambert Wilson,
pompoko,83328.0,249547,,Japon,Animation,2006-01-18,Tous publics,Walt Disney Pictures,,,0,2,10.0,,
va savoir,83347.0,308951,,France,Comédie,2001-10-10,Tous publics,Films du Losange,,,0,3,8.0,,
black / white,82663.0,187900,,Etats-Unis,Comédie,2005-08-03,Tous publics,20th Century Fox,,,0,1,10.0,Ashton Kutcher,
doubles vies,82730.0,151932,Olivier Assayas,France,Comédie,2019-01-16,Tous publics,Ad vitam,,,0,2,11.0,"Juliette Binoche, Guillaume Canet, Vincent Macaigne",
close,82750.0,207250,,Belgique,Drame,2022-11-01,Tous publics,Diaphana,,,0,3,14.0,Emilie Dequenne,Léa Drucker
burn out,82758.0,146240,,France,Aventure - Action,2018-01-03,Tous publics,Gaumont,,,0,2,15.0,François Civil,
diary of the dead - chronique des morts vivants,82767.0,142845,George A. Romero,Etats-Unis,Horreur,2008-06-25,Moins de 12 ans,Bac Films,,,0,2,12.0,,Simon Pegg
sol,83565.0,141128,,France,Comédie,2020-01-08,Tous publics,Studiocanal,,,0,2,9.0,,
filles uniques,82786.0,249070,Pierre Jolivet,France,Comédie,2003-06-11,Tous publics,Bac Films,,,0,3,9.0,"François Berléand, Sandrine Kiberlain, Sylvie Testud","Roschdy Zem, Vincent Lindon"
wolf creek,83785.0,187604,,Australie,Horreur,2006-08-09,Moins de 16 ans,TFM Distribution,,,0,1,10.0,,
toute ressemblance...,83401.0,108155,,France,Comédie dramatique,2019-11-27,Tous publics,UGC Distribution,,,0,1,11.0,"Jérôme Commandeur, Franck Dubosc","Denis Podalydès, Sylvie Testud"
le cristal magique,83845.0,297809,,Allemagne,Animation,2019-12-11,Tous publics,KMBO,,,0,4,10.0,,
apprentis parents,83403.0,114973,,Etats-Unis,Comédie,2019-02-27,Tous publics,Paramount,,,0,1,16.0,"Rose Byrne, Mark Wahlberg",
terrible jungle,83427.0,189527,,France,Comédie,2020-07-29,Tous publics,Apollo Films,,,0,4,4.0,Catherine Deneuve,Jonathan Cohen
#harry potter à l'école des sorciers (rep. 2018),,138241,Chris Columbus,Etats-Unis,Fantasy,2018-09-12,Tous publics,Warner Bros.,,,0,2,9.0,"Daniel Radcliffe, Emma Watson",Alan Rickman
marie heurtin,83670.0,258852,,France,Drame,2014-11-12,Tous publics,Diaphana,,,0,4,10.0,Isabelle Carré,
mine de rien,84133.0,106636,,France,Comédie,2020-02-26,Tous publics,UGC Distribution,,,0,1,14.0,,
marmaduke,83696.0,193868,,Etats-Unis,Film familial,2010-08-18,Tous publics,20th Century Fox,,,0,2,10.0,,William H. Macy
rue mandar,83954.0,138948,,France,Comédie,2013-01-23,Tous publics,Wild Bunch,,,0,2,8.0,"Richard Berry, Emmanuelle Devos, Sandrine Kiberlain",
amanda,84007.0,260715,,France,Drame,2018-11-21,Tous publics,Pyramide,,,0,4,10.0,Vincent Lacoste,Jonathan Cohen
london boulevard,84041.0,138288,,Etats-Unis,Thriller,2011-06-08,Tous publics,Metropolitan,,,0,2,12.0,"Colin Farrell, Keira Knightley",
la fille inconnue,84067.0,188963,- Dardenne (frères),Belgique,Drame,2016-10-12,Tous publics,Diaphana,,,0,2,11.0,Oliver Gourmet,Jeremy Renner
bigfoot family,84767.0,454352,,France,Animation,2020-08-05,Tous publics,Apollo Films,,,0,12,3.0,,
trois souvenirs de ma jeunesse,84181.0,216227,Arnaud Desplechin,France,Drame,2015-05-20,Tous publics,Le Pacte,,,0,5,8.0,Mathieu Amalric,
le silence de lorna,84593.0,338964,- Dardenne (frères),France,Drame,2008-08-27,Tous publics,Diaphana,,,0,3,10.0,Jérémy Renier,Oliver Gourmet
police (2020),84682.0,191576,Anne Fontaine,France,Thriller,2020-09-02,Tous publics,Studiocanal,,,0,4,3.0,"Virginie Efira, Omar Sy",
le fils de saul,85022.0,201720,,Hongrie,Drame,2015-11-04,Moins de 12 ans,Ad vitam,,,0,3,13.0,,
young adult,84715.0,161673,Jason Reitman,Etats-Unis,Comédie dramatique,2012-03-28,Tous publics,Paramount,,,0,2,10.0,Charlize Theron,
l'emprise du démon,85068.0,167116,,Grande-Bretagne,Horreur,2023-01-11,Moins de 12 ans,Metropolitan,,,0,2,6.0,,
jimmy neutron: un garçon génial,84768.0,355958,,Etats-Unis,Animation,2002-02-06,Tous publics,UIP,,,0,5,8.0,,
the infiltrator,84859.0,233829,,Etats-Unis,Thriller,2016-09-07,Tous publics,ARP Selection,,,0,3,8.0,Bryan Cranston,
le voile des illusions,84934.0,148793,,Etats-Unis,Romance,2007-03-07,Tous publics,Metropolitan,,,0,0,,"Liev Schreiber, Naomi Watts, Edward Norton",
antebellum,85213.0,263811,,Etats-Unis,Horreur,2020-09-09,Moins de 12 ans,Metropolitan,,,0,5,4.0,,
"zodi et téhu, frères du désert",84934.0,200244,,France,Aventure - Action,2023-02-08,Tous publics,SND,,,0,3,8.0,Alexandra Lamy,
tracers,85521.0,125926,,Etats-Unis,Aventure - Action,2015-02-25,Tous publics,Metropolitan,,,0,1,17.0,,
la chambre des morts,85043.0,115267,,France,Thriller,2007-11-14,Moins de 12 ans,Bac Films,,,0,1,9.0,"Mélanie Laurent, Gilles Lellouche",
barbara,85620.0,291933,,Allemagne,Drame,2012-05-02,Tous publics,Pyramide,,,0,6,10.0,,
totally spies ! le film,85666.0,146388,,France,Animation,2009-07-22,Tous publics,Mars Distribution,,,0,3,9.0,,
six-pack,85185.0,168116,Alain Berberian,France,Thriller,2000-04-26,Moins de 12 ans,Pathé,,,0,2,8.0,"Richard Anconina, Frédéric Diefenthal",François Berléand
logan lucky,85199.0,155376,Steven Soderbergh,Etats-Unis,Comédie,2017-10-25,Tous publics,ARP Selection,,,0,1,15.0,"Adam Driver, Channing Tatum","Daniel Craig, Hilary Swank"
it comes at night,85708.0,150294,,Etats-Unis,Horreur,2017-06-21,Moins de 12 ans,Mars Distribution,,,0,2,12.0,,
la copine de mon meilleur ami,85519.0,138686,,Etats-Unis,Romance,2009-08-19,Tous publics,Metropolitan,,,0,2,9.0,Kate Hudson,Alec Baldwin
le dernier diamant,85545.0,135840,,France,Thriller,2014-04-30,Tous publics,Océan Films,,,0,2,14.0,"Yvan Attal, Bérénice Bejo",
les petits ruisseaux,85984.0,296330,,France,Comédie,2010-06-23,Tous publics,Ad vitam,,,0,6,8.0,,
l'aventure des marguerite,85675.0,230637,,France,Comédie,2020-07-15,Tous publics,Pathé,,,0,5,5.0,"Clovis Cornillac, Alice Pol",
le jeune imam,86176.0,148371,,France,Drame,2023-04-26,Tous publics,Le Pacte,,,0,2,11.0,,
détention secrète,85678.0,120523,,Etats-Unis,Thriller,2008-01-09,Tous publics,Metropolitan,,,0,1,10.0,"Jake Gyllenhaal, Reese Witherspoon",Meryl Streep
les plus belles années d'une vie,85689.0,194179,Claude Lelouch,France,Comédie dramatique,2019-05-22,Tous publics,Metropolitan,,,0,4,8.0,,Monica Bellucci
copacabana,85719.0,300864,,France,Comédie dramatique,2010-07-07,Tous publics,Mars Distribution,,,0,6,7.0,Isabelle Huppert,
les contes de terremer,86135.0,232264,,Japon,Animation,2007-04-04,Tous publics,Walt Disney Pictures,,,0,1,8.0,,
samsam,86711.0,323505,,France,Animation,2020-02-05,Tous publics,Studiocanal,,,0,4,10.0,,
espion amateur,86191.0,121122,,Chine,Aventure - Action,2003-08-27,Tous publics,TFM Distribution,,,0,2,10.0,Jackie Chan,
machete kills,86223.0,141166,Robert Rodriguez,Etats-Unis,Aventure - Action,2013-10-02,Moins de 12 ans,Wild Bunch,,,0,2,10.0,,"Jessica Alba, Antonio Banderas, Mel Gibson, Cuba Gooding Jr., Charlie Sheen"
les trois brigands,86880.0,475856,,Allemagne,Animation,2007-12-19,Tous publics,Gébéka,,,0,1,10.0,,
marcello mio,86641.0,185051,,France,Comédie,2024-05-22,Tous publics,Ad vitam,,,0,4,6.0,,
child's play : la poupée du mal,87030.0,200093,,Etats-Unis,Horreur,2019-06-19,Moins de 12 ans,Paramount,,,0,3,7.0,,
la prière,86676.0,223486,Cédric Kahn,France,Drame,2018-03-21,Tous publics,Le Pacte,,,0,3,9.0,,
annie (2014),86677.0,134911,,Etats-Unis,Musical,2015-02-25,Tous publics,Sony Pictures,,,0,1,16.0,"Rose Byrne, Jamie Foxx",Cameron Diaz
hannah arendt,87234.0,347067,,Allemagne,Drame,2013-04-24,Tous publics,Sophie Dulac,,,0,7,11.0,,
les invincibles,86866.0,135623,,France,Comédie,2013-09-18,Tous publics,EuropaCorp,,,0,2,7.0,"Gérard Depardieu, Virginie Efira","Edouard Baer, Michel Galabru"
la première fois que j'ai eu 20 ans,86966.0,187264,,France,Comédie,2004-10-06,Tous publics,Pathé,,,0,2,9.0,,Pierre Arditi
maryline,87066.0,148900,,France,Drame,2017-11-15,Tous publics,Gaumont,,,0,2,11.0,"Vanessa Paradis, Alice Pol",
l'illusioniste (2010),87969.0,295027,,France,Animation,2010-06-16,Tous publics,Pathé,,,0,5,8.0,,
deux en un,87082.0,139979,Peter Farrelly,Etats-Unis,Comédie,2004-01-07,Tous publics,UFD,,,0,1,10.0,"Matt Damon, Greg Kinnear",Eva Mendes
comancheria,87138.0,249914,,Etats-Unis,Western,2016-09-07,Tous publics,Wild Bunch,,,0,3,7.0,"Jeff Bridges, Chris Pine",
"miraï, ma petite soeur",88044.0,213026,,Japon,Animation,2018-12-26,Tous publics,Wild Bunch,,,0,1,20.0,,
violent night,88083.0,238426,,Etats-Unis,Aventure - Action,2022-11-30,Tous publics,Universal,,,0,4,5.0,,
matthias & maxime,87310.0,180439,Xavier Dolan,Canada,Drame,2019-10-16,Tous publics,Diaphana,,,0,1,13.0,,
maintenant ou jamais,87377.0,149442,,France,Drame,2014-09-03,Tous publics,Mars Distribution,,,0,2,9.0,Leïla Bekhti,
on voulait tout casser,87397.0,194859,,France,Comédie dramatique,2015-06-03,Tous publics,Gaumont,,,0,3,5.0,"Kad Merad, Charles Berling, Benoît Magimel",
fumer fait tousser,87446.0,178557,Quentin Dupieux,France,Comédie,2022-11-30,Tous publics,Gaumont,,,0,3,6.0,"Vincent Lacoste, Gilles Lellouche","Adèle Exarchopoulos, Benoît Poelvoorde"
che - 2ème partie : guerilla,87934.0,172914,Steven Soderbergh,Etats-Unis,Aventure - Action,2009-01-28,Tous publics,Warner Bros.,,,0,2,13.0,Benicio Del Toro,
confessions d'un homme dangereux,87945.0,340143,George Clooney,Etats-Unis,Thriller,2003-06-11,Tous publics,TFM Distribution,,,0,5,8.0,"Drew Barrymore, Julia Roberts, George Clooney, Sam Rockwell","Matt Damon, Brad Pitt"
le fils de l'autre,88017.0,251239,,France,Comédie dramatique,2012-04-04,Tous publics,Haut et Court,,,0,3,13.0,"Emmanuelle Devos, Pascal Elbé",
l'affaire rachel singer,88044.0,163431,,Etats-Unis,Thriller,2011-06-15,Tous publics,UIP,,,0,2,8.0,"Jessica Chastain, Helen Mirren, Sam Worthington",
creep,88334.0,174343,,Grande-Bretagne,Horreur,2005-05-04,Moins de 16 ans,Bac Films,,,0,3,10.0,,
la panthère rose 2,88150.0,106547,,Etats-Unis,Film familial,2009-02-18,Tous publics,Sony Pictures,,,0,1,14.0,"Steve Martin, Jean Reno","Andy Garcia, Jeremy Irons"
the prodigies,89083.0,144536,,France,Animation,2011-06-08,Moins de 12 ans,Warner Bros.,,,0,2,11.0,,
"ruby, l'ado kraken",88243.0,245847,,Etats-Unis,Animation,2023-06-28,Tous publics,Universal,,,0,5,9.0,,
l'art d'aimer,88253.0,205036,,France,Comédie,2011-11-23,Tous publics,Pyramide,,,0,3,13.0,"François Cluzet, Julie Depardieu","Judith Godrèche, Gaspard Ulliel"
le coeur en braille,88299.0,138147,,France,Comédie dramatique,2016-12-28,Tous publics,Gaumont,,,0,1,13.0,"Charles Berling, Pascal Elbé",
angelo dans la forêt mystérieuse,88312.0,192407,,France,Animation,2024-10-23,Tous publics,Le Pacte,,,0,2,13.0,,
regression,88390.0,148918,,Espagne,Thriller,2015-10-28,Moins de 12 ans,Metropolitan,,,0,2,14.0,"Ethan Hawke, Emma Watson",
making of,88397.0,194727,Cédric Kahn,France,Comédie,2024-01-10,Tous publics,Ad vitam,,,0,2,8.0,"Jonathan Cohen, Denis Podalydès",
titane,88523.0,303610,,France,Drame,2021-07-14,Moins de 16 ans,Diaphana,,,0,5,8.0,Vincent Lindon,
sabotage,88534.0,116213,,Etats-Unis,Aventure - Action,2014-05-07,Moins de 12 ans,Metropolitan,,,0,2,9.0,Arnold Schwarzenegger,Sam Worthington
ben is back,88685.0,132013,,Etats-Unis,Drame,2019-01-16,Tous publics,Paramount,,,0,2,10.0,Julia Roberts,
chacun chez soi,89041.0,157496,,France,Comédie,2021-06-02,Tous publics,Studiocanal,,,0,3,4.0,Michèle Laroque,
a beautiful day,89169.0,164949,,Grande-Bretagne,Thriller,2017-11-08,Moins de 12 ans,SND,,,0,2,13.0,Joaquin Phoenix,
doomsday,89421.0,146813,,Etats-Unis,Horreur,2008-04-02,Moins de 12 ans,SND,,,0,1,8.0,,
leur morale... et la nôtre,89319.0,159885,,France,Comédie,2008-08-27,Tous publics,Gaumont,,,0,2,12.0,"Victoria Abril, André Dussollier",
les choses humaines,89353.0,182074,Yvan Attal,France,Drame,2021-12-01,Tous publics,Gaumont,,,0,3,9.0,"Charlotte Gainsbourg, Mathieu Kassovitz",Pierre Arditi
la cité rose,89642.0,161806,,France,Comédie dramatique,2013-03-27,Tous publics,UGC Distribution,,,0,3,11.0,,
echange standard,89384.0,141677,,Etats-Unis,Comédie,2011-12-28,Tous publics,Universal,,,0,2,12.0,"Jason Bateman, Ryan Reynolds",
take shelter,89421.0,200659,,Etats-Unis,Drame,2012-01-04,Tous publics,Ad vitam,,,0,2,14.0,Jessica Chastain,
imaginary,89440.0,178521,,Etats-Unis,Horreur,2024-03-06,Moins de 12 ans,Metropolitan,,,0,2,10.0,,
titan a.e.,89534.0,205672,,Etats-Unis,Animation,2000-10-18,Tous publics,UFD,,,0,1,10.0,,
hérédité,89652.0,176739,,Etats-Unis,Horreur,2018-06-13,Moins de 12 ans,Metropolitan,,,0,3,5.0,"Gabriel Byrne, Toni Collette",
les regrets,89668.0,225340,Cédric Kahn,France,Comédie dramatique,2009-09-02,Tous publics,Mars Distribution,,,0,3,8.0,Yvan Attal,
the jane doe identity,90482.0,189323,,Etats-Unis,Horreur,2017-05-31,Moins de 12 ans,Wild Bunch,,,0,3,8.0,,
la salle des profs,90612.0,235669,,Allemagne,Drame,2024-03-06,Tous publics,-,,,0,4,9.0,,
the company men,89737.0,158860,,Etats-Unis,Drame,2011-03-30,Tous publics,Gaumont,,,0,2,9.0,"Ben Affleck, Kevin Costner",Tommy Lee Jones
la fleur de l'âge,89871.0,216661,,France,Comédie,2013-05-01,Tous publics,Mars Distribution,,,0,4,13.0,Pierre Arditi,Laure Calamy
de son vivant,90106.0,166244,,France,Drame,2021-11-24,Tous publics,Studiocanal,,,0,3,8.0,"Cécile De France, Catherine Deneuve, Benoît Magimel",
sils maria,90148.0,232352,Olivier Assayas,France,Drame,2014-08-20,Tous publics,Films du Losange,,,0,4,13.0,"Juliette Binoche, Chloë Grace Moretz, Kristen Stewart",
heretic,90358.0,193623,,Canada,Horreur,2024-11-27,Moins de 12 ans,Le Pacte,,,0,3,7.0,Hugh Grant,
au bonheur des ogres,90418.0,158674,,France,Comédie,2013-10-16,Tous publics,Pathé,,,0,2,13.0,Bérénice Bejo,
la méthode williams,90468.0,268865,,Etats-Unis,Drame,2021-12-01,Tous publics,Warner Bros.,,,0,3,8.0,Will Smith,
invasion,90547.0,150651,,Etats-Unis,Thriller,2007-10-17,Tous publics,Warner Bros.,,,0,1,7.0,"Nicole Kidman, Daniel Craig",
spy x family code: white,91166.0,178966,,Japon,Animation,2024-04-17,Tous publics,-,,,0,2,9.0,,
open water en eaux profondes,91622.0,151808,,Etats-Unis,Horreur,2004-08-11,Tous publics,Metropolitan,,,0,1,11.0,,
chéri,90899.0,184435,Stephen Frears,Grande-Bretagne,Romance,2009-04-08,Tous publics,Pathé,,,0,2,13.0,Michelle Pfeiffer,
phénomènes paranormaux,90911.0,171307,,Etats-Unis,Thriller,2010-07-28,Moins de 12 ans,Metropolitan,,,0,3,9.0,Milla Jovovich,
c'est magnifique !,90935.0,174726,,France,Comédie dramatique,2022-06-01,Tous publics,UGC Distribution,,,0,4,3.0,"Clovis Cornillac, Alice Pol",
la confession,91007.0,215876,Nicolas Boukhrief,France,Drame,2017-03-08,Tous publics,SND,,,0,3,10.0,Romain Duris,
une chanson pour ma mère,91129.0,131606,,France,Comédie,2013-03-27,Tous publics,Walt Disney Pictures,,,0,1,10.0,"Sylvie Testud, Patrick Timsit",
pour l'honneur,91813.0,176047,,France,Comédie,2023-05-03,Tous publics,Apollo Films,,,0,3,7.0,,
blood: the last vampire,91831.0,165248,,Chine,Aventure - Action,2009-06-17,Tous publics,Pathé,,,0,2,6.0,,
ne te retourne pas,91627.0,182000,,France,Thriller,2009-06-03,Tous publics,Wild Bunch,,,0,2,10.0,"Monica Bellucci, Sophie Marceau",
le voyage de ricky,92127.0,620015,,Belgique,Animation,2018-02-07,Tous publics,Paradis Films,,,0,6,9.0,,
vers un avenir radieux,91786.0,208753,Nanni Moretti,Italie,Comédie dramatique,2023-06-28,Tous publics,Le Pacte,,,0,3,8.0,,Mathieu Amalric
l'immensita,91906.0,206497,,Italie,Drame,2023-01-11,Tous publics,Pathé,,,0,3,5.0,Penelope Cruz,
le dernier roi d'ecosse,92000.0,334890,,Grande-Bretagne,Drame,2007-02-14,Moins de 12 ans,20th Century Fox,,,0,1,12.0,"James McAvoy, Forest Whitaker",
hacker,92018.0,144413,Michael Mann,Etats-Unis,Thriller,2015-03-18,Tous publics,Universal,,,0,1,15.0,"Viola Davis, Chris Hemsworth",
tout de suite maintenant,92025.0,176158,,France,Drame,2016-06-22,Tous publics,Ad vitam,,,0,2,8.0,"Isabelle Huppert, Vincent Lacoste, Christophe Lambert",
"hs, hors service",92037.0,139219,,France,Comédie,2001-06-13,Tous publics,Océan Films,,,0,2,6.0,"François Berléand, Lambert Wilson",Lorant Deutsch
7 psychopathes,92089.0,146774,,Etats-Unis,Comédie,2013-01-30,Tous publics,Wild Side,,,0,2,10.0,"Colin Farrell, Woody Harrelson, Sam Rockwell",Christopher Walken
steve jobs,92271.0,167868,Danny Boyle,Etats-Unis,Drame,2016-02-03,Tous publics,Universal,,,0,1,13.0,"Michael Fassbender, Seth Rogen, Kate Winslet",Jeff Daniels
"lust, caution",92291.0,193868,Ang Lee,Chine,Romance,2008-01-16,Moins de 12 ans,UGC Distribution,,,0,1,7.0,,
les hommes du feu,92357.0,200337,Pierre Jolivet,France,Drame,2017-07-05,Tous publics,Studiocanal,,,0,2,7.0,"Emilie Dequenne, Roschdy Zem",
bébés,93296.0,259268,,France,Documentaire,2010-06-16,Tous publics,Studiocanal,,,0,3,7.0,,
the host,93357.0,159439,,Corée du Sud,Aventure - Action,2006-11-22,Tous publics,Océan Films,,,0,1,9.0,,
dark blue,92821.0,151161,,Etats-Unis,Thriller,2003-08-20,Tous publics,Metropolitan,,,0,2,7.0,Kurt Russell,Brendan Gleeson
divine mais dangereuse,92944.0,152750,,Etats-Unis,Comédie,2001-09-05,Tous publics,EuropaCorp,,,0,2,6.0,"Matt Dillon, Liv Tyler",
les recettes du bonheur,92995.0,177377,Lasse Hallstrom,Etats-Unis,Drame,2014-09-10,Tous publics,Metropolitan,,,0,2,8.0,Helen Mirren,Michel Blanc
sortilège,93524.0,161328,,Etats-Unis,Fantasy,2011-07-06,Tous publics,Metropolitan,,,0,2,9.0,,
alpha,93087.0,170482,Albert Hughes,Etats-Unis,Aventure - Action,2018-08-22,Tous publics,Sony Pictures,,,0,3,11.0,,
the crazies (2010),93876.0,167533,,Etats-Unis,Horreur,2010-06-09,Moins de 12 ans,SND,,,0,3,7.0,,
vermines,93896.0,268940,,France,Horreur,2023-12-27,Moins de 12 ans,-,,,0,4,12.0,,
haute tension,93308.0,110544,Alexandre Aja,France,Thriller,2003-06-18,Moins de 16 ans,EuropaCorp,,,0,1,14.0,Cécile De France,
american girls,93401.0,259118,,Etats-Unis,Comédie,2001-05-02,Tous publics,Metropolitan,,,0,6,8.0,Kirsten Dunst,
les elfkins : opération pâtisserie,68039.0,185191,,Allemagne,Animation,2021-12-08,Tous publics,KMBO,,,0,3,9.0,,
"love, simon",93548.0,135517,,Etats-Unis,Comédie dramatique,2018-06-27,Tous publics,20th Century Fox,,,0,2,8.0,Jennifer Garner,
gomes vs tavares,93549.0,177288,Gilles Paquet-Brenner,France,Comédie,2007-06-13,Tous publics,SND,,,0,2,6.0,,
rien que pour vos cheveux,93875.0,211568,Dennis Dugan,Etats-Unis,Comédie,2008-08-27,Tous publics,Sony Pictures,,,0,3,10.0,Adam Sandler,
franklin et le trésor du lac,67968.0,445451,,France,Animation,2006-12-20,Tous publics,Mars Distribution,,,0,1,13.0,,
un héros,67965.0,200761,,Iran,Thriller,2021-12-15,Tous publics,Memento Films,,,0,4,13.0,,
que dios nos perdone,67682.0,199991,,Espagne,Thriller,2017-08-09,Moins de 12 ans,Le Pacte,,,0,3,14.0,,
k.o.,93920.0,168471,,France,Thriller,2017-06-21,Tous publics,Wild Bunch,,,0,2,11.0,"Laurent Lafitte, Pio Marmaï",
sans issue (2012),94055.0,146542,,Etats-Unis,Thriller,2012-05-02,Tous publics,SND,,,0,3,9.0,Henry Cavill,"Sigourney Weaver, Bruce Willis, Roschdy Zem"
free state of jones,68009.0,107122,,Etats-Unis,Aventure - Action,2016-09-14,Tous publics,Metropolitan,,,0,1,12.0,Matthew McConaughey,
à la belle étoile,67974.0,105259,,France,Comédie dramatique,2023-02-22,Tous publics,Bac Films,,,0,2,13.0,,Pascal Legitimus
adults in the room,67389.0,142118,Costa-Gavras,France,Drame,2019-11-06,Tous publics,Wild Bunch,,,0,2,16.0,,
cashback,67614.0,120774,,Grande-Bretagne,Comédie dramatique,2007-01-17,Tous publics,Gaumont Sony,,,0,2,11.0,,
end of watch,67342.0,103998,,Etats-Unis,Thriller,2012-11-14,Moins de 12 ans,Metropolitan,,,0,1,11.0,Jake Gyllenhaal,
the good german,67323.0,106359,Steven Soderbergh,Etats-Unis,Guerre,2007-02-14,Tous publics,Warner Bros.,,,0,1,13.0,"Cate Blanchett, George Clooney, Tobey Maguire",
julie (en 12 chapitres),67515.0,221136,,Norvège,Comédie dramatique,2021-10-13,Tous publics,Memento Films,,,0,2,7.0,,
je suis un assassin,67309.0,129012,,France,Drame,2004-08-11,Tous publics,Mars Distribution,,,0,1,15.0,"François Cluzet, Bernard Giraudeau, Karin Viard",
d'après une histoire vraie,67631.0,110940,Roman Polanski,France,Thriller,2017-11-01,Tous publics,Mars Distribution,,,0,1,15.0,"Eva Green, Vincent Perez, Emmanuelle Seigner",
david et madame hansen,67278.0,99715,,France,Comédie dramatique,2012-08-29,Tous publics,Pathé,,,0,2,13.0,Isabelle Adjani,
"moi, député",67259.0,86013,Jay Roach,Etats-Unis,Comédie,2012-08-29,Tous publics,Warner Bros.,,,0,1,14.0,"Will Ferrell, Zach Galifianakis",Dan Aykroyd
augustine,67617.0,170115,,France,Drame,2012-11-07,Tous publics,ARP Selection,,,0,2,17.0,Vincent Lindon,
favelas,67254.0,124244,Stephen Daldry,Grande-Bretagne,Comédie dramatique,2014-11-12,Tous publics,Universal,,,0,2,12.0,Rooney Mara,
villa caprice,67576.0,125407,,France,Thriller,2021-06-02,Tous publics,Bac Films,,,0,3,9.0,"Niels Arestrup, Patrick Bruel",
entourage,24573.0,37663,,Etats-Unis,Comédie,2015-06-24,Tous publics,Warner Bros.,,,0,1,16.0,,Billy Bob Thornton
la belle et la meute,24058.0,49377,,Tunisie,Thriller,2017-10-18,Tous publics,Jour2Fête,,,0,0,,,
"winx club, l'aventure magique 3d",24036.0,56515,,Italie,Animation,2011-04-06,Tous publics,Rezo Films,,,0,1,19.0,,
blindés,67488.0,103727,,Etats-Unis,Thriller,2010-01-13,Tous publics,Sony Pictures,,,0,2,11.0,Matt Dillon,"Laurence Fishburne, Jean Reno"
les grandes ondes,24017.0,74677,,Suisse,Comédie,2014-02-12,Tous publics,Happiness Distribution,,,0,0,,,
le système victoria,24011.0,32734,,France,Drame,2025-03-05,Tous publics,The Jokers / Les Bookmakers,,,0,1,18.0,,
