Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
tempête de sable,30291.0,84832,,Israël,Drame,2017-01-25,Tous publics,Pyramide,,,0,1,17.0,,
le baltringue,30315.0,41109,,France,Comédie,2010-01-27,Tous publics,MC4 Distribution,,,0,1,16.0,,
l'enfant rêvé,30218.0,51950,,France,Drame,2020-10-07,Tous publics,Paname Distribution,,,0,2,11.0,Louise Bourgoin,
la confrérie des larmes,30227.0,33132,,France,Thriller,2013-10-09,Tous publics,Rezo Films,,,0,1,20.0,Jérémy Renier,
les nuits de mashhad,30009.0,98672,,Iran,Thriller,2022-07-13,Moins de 12 ans,Metropolitan,,,0,3,14.0,,
la pièce - les derniers seront les premiers,30009.0,48126,,France,Comédie,2016-10-12,Tous publics,Sony Pictures,,,0,1,18.0,,
heimat: chronique d'un rêve - l'exode,30068.0,126131,,Allemagne,Drame,2013-10-23,Tous publics,Films du Losange,,,0,1,18.0,,
les pistolets en plastique,29992.0,63689,,France,Comédie,2024-06-26,Tous publics,Bac Films,,,0,2,15.0,,
once,29314.0,84116,,Etats-Unis,Comédie dramatique,2007-11-14,Tous publics,SND,,,0,0,,,
les habitants,30028.0,78934,,France,Documentaire,2016-04-27,Tous publics,Wild Bunch,,,0,1,18.0,,
l'epreuve,29276.0,70475,,Norvège,Drame,2015-05-06,Tous publics,-,,,0,0,,Juliette Binoche,
la parade,28904.0,73154,,Serbie,Comédie dramatique,2013-01-16,Tous publics,Sophie Dulac,,,0,1,15.0,,
last days of summer,29287.0,67326,Jason Reitman,Etats-Unis,Drame,2014-04-30,Tous publics,Paramount,,,0,0,,"Josh Brolin, Kate Winslet",
gabriel et la montagne,28951.0,83169,,Brésil,Comédie dramatique,2017-08-30,Tous publics,Version Originale,,,0,1,20.0,,
l'arbre et la forêt,28955.0,79791,,France,Comédie dramatique,2010-03-03,Tous publics,Ad vitam,,,0,0,,,
ma famille et le loup,29007.0,39187,,France,Film familial,2019-08-21,Tous publics,Apollo Films,,,0,1,18.0,,
#inception (10th anniversary),,31134,Christopher Nolan,Etats-Unis,Science Fiction,2020-08-12,Tous publics,Warner Bros.,,,0,1,13.0,"Marion Cotillard, Leonardo DiCaprio","Michael Caine, Joseph Gordon-Levitt, Tom Hardy, Cillian Murphy, Ellen Page"
le grand jour,29028.0,56383,,France,Documentaire,2015-09-23,Tous publics,Pathé,,,0,1,18.0,,
les 7 jours,28368.0,73879,,Israël,Drame,2008-07-02,Tous publics,Films du Losange,,,0,2,16.0,,
les leçons persanes,28377.0,64272,,Russie,Drame,2022-01-19,Tous publics,KMBO,,,0,1,18.0,,
les aventuriers de l'arche de noé,28401.0,142202,,Brésil,Animation,2024-04-10,Tous publics,Le Pacte,,,0,3,16.0,,
la vengeance de monte cristo,28939.0,32859,Kevin Reynolds,Etats-Unis,Aventure - Action,2002-04-17,Tous publics,GBVI,,,0,1,19.0,"Jim Caviezel, Guy Pearce",Henry Cavill
les amours d’anaïs,28954.0,58837,,France,Comédie,2021-09-15,Tous publics,Haut et Court,,,0,1,15.0,Denis Podalydès,
belgica,28447.0,57349,,Belgique,Comédie dramatique,2016-03-02,Moins de 12 ans,Pyramide,,,0,0,,,
nocturama,28472.0,64513,,France,Comédie dramatique,2016-08-31,Tous publics,Wild Bunch,,,0,1,20.0,,
"chala, une enfance cubaine",28532.0,100652,,Cuba,Comédie dramatique,2016-03-23,Tous publics,Bodega Films,,,0,0,,,
message from the king,29046.0,60757,,Grande-Bretagne,Thriller,2017-05-10,Moins de 12 ans,The Jokers / Les Bookmakers,,,0,1,15.0,Chadwick Boseman,
àma gloria,27968.0,72678,,France,Drame,2023-08-30,Tous publics,Pyramide,,,0,2,18.0,,
sacerdoce,27975.0,68964,,France,Documentaire,2023-10-18,Tous publics,Saje Distribution,,,0,1,16.0,,
interview avec dieu,28000.0,28117,,Etats-Unis,Drame,2019-09-18,Tous publics,Saje Distribution,,,0,1,16.0,,
el profesor,28041.0,73919,,Argentine,Comédie dramatique,2024-07-03,Tous publics,Condor Distribution,,,0,2,14.0,,
exfiltrés,28438.0,39772,,France,Thriller,2019-03-06,Tous publics,20th Century Fox,,,0,0,,,Charles Berling
magma,28444.0,28444,,France,Drame,2025-03-19,Tous publics,Pyramide,,,0,1,20.0,Marina Foïs,
carnivores,28539.0,38262,,France,Thriller,2018-03-28,Tous publics,Mars Distribution,,,0,1,20.0,Leïla Bekhti,
le ciel rouge,27500.0,59660,,Allemagne,Drame,2023-09-06,Tous publics,Films du Losange,,,0,2,14.0,,
les mauvais joueurs,28042.0,44594,,France,Comédie dramatique,2005-04-20,Tous publics,Pyramide,,,0,0,,Pascal Elbé,
"jesus, l’enquête",27551.0,82673,,Etats-Unis,Drame,2018-02-28,Tous publics,Saje Distribution,,,0,0,,,
sous le vent des marquises,28048.0,45192,,France,Comédie dramatique,2024-01-31,Tous publics,Pan-Européenne,,,0,0,,François Damiens,
martha marcy may marlene,27571.0,53521,,Etats-Unis,Drame,2012-02-29,Tous publics,20th Century Fox,,,0,0,,,
surveillance,28117.0,49075,,Etats-Unis,Thriller,2008-07-30,Moins de 12 ans,Wild Bunch,,,0,2,13.0,Bill Pullman,
kung fu zohra,28119.0,43501,,France,Comédie,2022-03-09,Tous publics,Gaumont,,,0,1,18.0,Ramzy Bedia,
elle s'appelle ruby,27469.0,56835,,Etats-Unis,Romance,2012-10-03,Tous publics,20th Century Fox,,,0,1,18.0,Paul Dano,"Antonio Banderas, Annette Bening"
semi-pro,27482.0,35659,,Etats-Unis,Comédie,2008-05-14,Tous publics,Metropolitan,,,0,0,,Will Ferrell,Woody Harrelson
la promesse (2017),27507.0,48826,,Etats-Unis,Drame,2017-11-29,Tous publics,Films sans frontières,,,0,1,20.0,Christian Bale,Jean Reno
moi quand je me réincarne en slime - le film : scarlet.,,33972,,Japon,Animation,2023-02-01,Tous publics,-,,,0,0,,,
prendre le large,27562.0,75264,,France,Drame,2017-11-08,Tous publics,Films du Losange,,,0,0,,Sandrine Bonnaire,
uglydolls,26929.0,57179,,Etats-Unis,Animation,2019-07-10,Tous publics,Metropolitan,,,0,2,14.0,,
il était une fois en anatolie,27028.0,137720,,Turquie,Thriller,2011-11-02,Tous publics,Memento Films,,,0,1,18.0,,
destroyer,27571.0,32246,,Etats-Unis,Thriller,2019-02-20,Tous publics,Metropolitan,,,0,1,20.0,Nicole Kidman,
la chimère,26496.0,66061,,Italie,Comédie dramatique,2023-12-06,Tous publics,Ad vitam,,,0,1,18.0,,
la grande vie,26848.0,29087,,France,Comédie,2001-11-28,Tous publics,Sagittaire Films,,,0,0,,,Kad Merad
le village des ombres,26850.0,30280,,France,Thriller,2010-11-17,Tous publics,Distrib Films,,,0,0,,,Jonathan Cohen
plonger,26896.0,34794,,France,Drame,2017-11-29,Tous publics,Mars Distribution,,,0,0,,Gilles Lellouche,
vers la lumière,26544.0,56942,,Japon,Drame,2018-01-10,Tous publics,Haut et Court,,,0,0,,,
white bird,26905.0,54290,,Etats-Unis,Thriller,2014-10-15,Tous publics,Bac Films,,,0,1,20.0,Eva Green,Angela Basset
le caméléon,26908.0,38804,Jean-Paul Salomé,France,Thriller,2010-06-23,Tous publics,Gaumont,,,0,1,15.0,Famke Janssen,
la révélation,26554.0,66182,,Allemagne,Drame,2010-03-17,Tous publics,EuropaCorp,,,0,0,,,
the climb,26556.0,65082,,Etats-Unis,Comédie dramatique,2020-07-29,Tous publics,Metropolitan,,,0,2,14.0,,
rencontre à wicker park,27062.0,34565,,Etats-Unis,Romance,2005-01-26,Tous publics,SND,,,0,1,20.0,"Rose Byrne, Josh Hartnett, Diane Kruger",
gagarine,26007.0,63276,,France,Drame,2021-06-23,Tous publics,Haut et Court,,,0,1,18.0,,
little girl blue,26508.0,63185,,France,Drame,2023-11-15,Tous publics,-,,,0,0,,Marion Cotillard,
si seulement je pouvais hiberner,26073.0,76612,,Mongolie,Drame,2024-01-10,Tous publics,Eurozoom,,,0,1,20.0,,
carré 35,26096.0,93805,,France,Documentaire,2017-11-01,Tous publics,Pyramide,,,0,0,,,
le moine et le fusil,26115.0,96447,,Bouthan,Comédie dramatique,2024-06-26,Tous publics,Pyramide,,,0,3,17.0,,
compañeros,26157.0,60720,,Uruguay,Aventure - Action,2019-03-27,Tous publics,Le Pacte,,,0,1,20.0,,
on l’appelle jeeg robot,26166.0,41276,,Italie,Aventure - Action,2017-05-03,Moins de 12 ans,Nour Films,,,0,1,20.0,,
american splendor,26584.0,64799,,Etats-Unis,Comédie,2003-10-08,Tous publics,Diaphana,,,0,0,,Paul Giamatti,
la glace et le ciel,26024.0,35611,Luc Jacquet,France,Documentaire,2015-10-21,Tous publics,Pathé,,,0,1,20.0,,
la petite venise,25651.0,96616,,Italie,Drame,2012-06-13,Tous publics,Haut et Court,,,0,1,19.0,,
les invisibles,25662.0,85953,,France,Documentaire,2012-11-28,Tous publics,Ad vitam,,,0,1,19.0,,
backstage,26068.0,39121,,France,Drame,2005-11-16,Tous publics,Haut et Court,,,0,0,,Emmanuelle Seigner,
sept jours à vivre,25682.0,48658,,Allemagne,Thriller,2001-05-09,Moins de 12 ans,SND,,,0,1,13.0,,
presque légal,25683.0,35570,,France,Comédie,2024-07-17,Tous publics,Gaumont,,,0,1,13.0,,
tyrannosaur,25686.0,47070,,Grande-Bretagne,Drame,2012-04-25,Tous publics,Distrib Films,,,0,0,,,
la llorona,25688.0,65874,,Guatemala,Thriller,2020-01-22,Tous publics,ARP Selection,,,0,1,20.0,,
les fous du roi,26161.0,31831,,Etats-Unis,Drame,2006-11-01,Tous publics,Gaumont Sony,,,0,0,,"Sean Penn, Jude Law, Kate Winslet","Anthony Hopkins, Mark Ruffalo"
american honey,25641.0,39700,,Etats-Unis,Drame,2017-02-08,Tous publics,Diaphana,,,0,0,,Shia LaBeouf,
shinobi,25287.0,42828,,Japon,Aventure - Action,2007-05-16,Tous publics,Eurozoom,,,0,0,,,
le père frimas,25287.0,82797,,France,Animation,2013-12-11,Tous publics,Gébéka,,,0,0,,,
l'ours montagne,25304.0,103785,,Danemark,Animation,2011-10-19,Tous publics,Bac Films,,,0,1,20.0,,
mon père et moi,25767.0,34385,,Etats-Unis,Comédie,2023-05-31,Tous publics,Metropolitan,,,0,1,12.0,Robert De Niro,
manolete,25788.0,36458,,Espagne,Drame,2010-03-31,Tous publics,Quinta Distribution,,,0,1,16.0,"Adrien Brody, Penelope Cruz",
dîner à l'anglaise,25340.0,65158,,Grande-Bretagne,Drame,2024-07-17,Tous publics,Paname Distribution,,,0,3,15.0,,
free love,25790.0,34666,,Etats-Unis,Drame,2016-02-10,Tous publics,Bac Films,,,0,0,,"Julianne Moore, Ellen Page",Steve Carell
rachel se marie,25792.0,50864,Jonathan Demme,Etats-Unis,Comédie dramatique,2009-04-15,Tous publics,Sony Pictures,,,0,1,20.0,Anne Hathaway,
désengagement,25794.0,49189,,Israël,Drame,2008-04-09,Tous publics,Ad vitam,,,0,0,,Juliette Binoche,
sing sing,24945.0,45774,,Etats-Unis,Drame,2025-01-29,Tous publics,Metropolitan,,,0,1,20.0,,
ce n'est qu'un début,24947.0,83180,,France,Documentaire,2010-11-17,Tous publics,Le Pacte,,,0,0,,,
"mèche blanche, les aventures du petit castor",25284.0,83570,,France,Documentaire,2008-04-30,Tous publics,TFM Distribution,,,0,0,,,
belle du seigneur,25293.0,34178,,France,Drame,2013-06-19,Tous publics,Océan Films,,,0,1,18.0,Jonathan Rhys Meyers,
trois huit,25014.0,81716,,France,Thriller,2001-03-14,Tous publics,-,,,0,1,18.0,,
ixcanul,25046.0,79390,,Guatemala,Drame,2015-11-25,Tous publics,ARP Selection,,,0,1,15.0,,
le rêve de daisy,25332.0,54693,,Australie,Animation,2023-08-30,Tous publics,Alba Longa,,,0,1,20.0,,
qui a tué lady winsley ?,25051.0,50283,,Turquie,Comédie,2019-01-02,Tous publics,Memento Films,,,0,0,,,
"zébulon, le dragon",25062.0,107759,,Grande-Bretagne,Animation,2019-11-27,Tous publics,Films du Préau,,,0,1,20.0,,
jamais contente,25081.0,50891,,France,Comédie,2017-01-11,Tous publics,Ad vitam,,,0,0,,,
de l'autre côté du mur,25102.0,73262,,Allemagne,Drame,2014-11-05,Tous publics,Sophie Dulac,,,0,0,,,
pompon ours,24494.0,106508,,France,Animation,2023-01-25,Tous publics,KMBO,,,0,0,,,
waitress,24526.0,41449,,Etats-Unis,Romance,2007-09-05,Tous publics,20th Century Fox,,,0,0,,,
l'an 1 : des débuts difficiles,24954.0,30750,Harold Ramis,Etats-Unis,Comédie,2009-08-12,Tous publics,Sony Pictures,,,0,1,18.0,Jack Black,
"oh, canada",24968.0,52929,Paul Schrader,Etats-Unis,Drame,2024-12-18,Tous publics,ARP Selection,,,0,0,,"Richard Gere, Uma Thurman",
destination: graceland,24968.0,44535,,Etats-Unis,Thriller,2001-08-01,Moins de 12 ans,Warner Bros.,,,0,2,14.0,"Kevin Costner, Courteney Cox, Kurt Russell",Christian Slater
la disparition d'alice creed,24564.0,38243,,Grande-Bretagne,Thriller,2010-06-30,Moins de 12 ans,Haut et Court,,,0,1,17.0,,
solo leveling-reawakening,24576.0,24576,,Japon,Animation,2024-12-07,Tous publics,Sony Pictures,,,0,1,19.0,,
god bless america,24595.0,64331,,Etats-Unis,Comédie,2012-10-10,Moins de 12 ans,Potemkine Films,,,0,1,19.0,,
l'improbable voyage d'harold fry,24634.0,53210,,Grande-Bretagne,Drame,2023-05-31,Tous publics,Wild Bunch,,,0,2,14.0,,
la fabrique du mensonge,24638.0,56612,,Allemagne,Drame,2025-02-19,Tous publics,Condor Distribution,,,0,0,,,
brûle le sang,24230.0,33721,,France,Thriller,2025-01-22,Tous publics,ARP Selection,,,0,0,,,
chère léa,24517.0,43908,,France,Comédie dramatique,2021-12-15,Tous publics,Diaphana,,,0,1,19.0,,Léa Drucker
le choix,24526.0,41018,,France,Drame,2024-11-20,Tous publics,UGC Distribution,,,0,0,,"Emmanuelle Devos, Vincent Lindon",
ciao stefano,24234.0,86385,,Italie,Comédie,2008-04-30,Tous publics,Pyramide,,,0,0,,,
only the river flows,24244.0,53212,,Chine,Thriller,2024-07-10,Tous publics,Ad vitam,,,0,2,15.0,,
cleveland contre wall street,24066.0,78006,,Etats-Unis,Documentaire,2010-08-18,Tous publics,Films du Losange,,,0,1,20.0,,
adolescentes,24125.0,95560,,France,Documentaire,2020-09-09,Tous publics,Ad vitam,,,0,3,10.0,,
the chef,24140.0,72874,,Grande-Bretagne,Thriller,2022-01-19,Tous publics,UFO Distribution,,,0,1,19.0,,
de guerre lasse (2014),24191.0,29555,,France,Drame,2014-05-07,Tous publics,SND,,,0,0,,,
le chevalier black,24076.0,46113,,Etats-Unis,Comédie,2002-07-17,Tous publics,UFD,,,0,0,,Martin Lawrence,
ils sont vivants,24084.0,46343,,France,Comédie dramatique,2022-02-23,Tous publics,Memento Films,,,0,0,,Marina Foïs,
dumb money,24125.0,33451,,Etats-Unis,Comédie dramatique,2023-11-29,Tous publics,Metropolitan,,,0,1,19.0,"Paul Dano, Seth Rogen",
five thirteen,24342.0,26469,,Etats-Unis,Thriller,2014-06-11,Tous publics,-,,,0,1,15.0,,
the mist,24100.0,31438,Frank Darabont,Etats-Unis,Horreur,2008-02-27,Moins de 12 ans,TFM Distribution,,,0,0,,,
les enfants de la chance,24079.0,40823,,France,Comédie dramatique,2016-11-30,Tous publics,Wild Bunch,,,0,1,18.0,Philippe Torreton,
nouvelle chance,24131.0,44418,Anne Fontaine,France,Comédie,2006-11-08,Tous publics,Haut et Court,,,0,0,,,
gimme danger,24130.0,94343,Jim Jarmusch,Etats-Unis,Documentaire,2017-02-01,Tous publics,Le Pacte,,,0,0,,,
eyes of war,24140.0,40367,,Irlande,Guerre,2010-06-16,Tous publics,Bac Films,,,0,1,19.0,Colin Farrell,
departures,24378.0,89912,,Japon,Drame,2009-06-03,Tous publics,Metropolitan,,,0,1,17.0,,
quand on crie au loup,24217.0,29838,,France,Comédie,2019-07-03,Tous publics,Paradis Films,,,0,1,20.0,Gérard Jugnot,
j'aime regarder les filles,24229.0,46280,,France,Comédie dramatique,2011-07-20,Tous publics,Bac Films,,,0,1,17.0,Pierre Niney,
holy lands,24230.0,29734,,France,Drame,2019-01-16,Tous publics,Studiocanal,,,0,1,20.0,Jonathan Rhys Meyers,Patrick Bruel
carmen (2023),24397.0,46473,,Australie,Drame,2023-06-14,Tous publics,Pathé,,,0,1,18.0,,
le retour des hirondelles,24402.0,112974,,Chine,Romance,2023-02-08,Tous publics,ARP Selection,,,0,0,,,
tokyo shaking,24348.0,40871,,France,Drame,2021-06-23,Tous publics,Wild Bunch,,,0,1,20.0,Karin Viard,
sous x,24370.0,30808,,France,Drame,2015-01-14,Tous publics,Universal,,,0,0,,Karim Leklou,
dalva,24408.0,50868,,France,Drame,2023-03-22,Tous publics,Diaphana,,,0,1,20.0,,
dope,24466.0,39449,,Etats-Unis,Comédie dramatique,2015-11-04,Tous publics,Happiness Distribution,,,0,0,,,
tristesse club,24381.0,49445,,France,Comédie dramatique,2014-06-04,Tous publics,Haut et Court,,,0,1,20.0,"Laurent Lafitte, Vincent Macaigne, Ludivine Sagnier",
cellule 211,24469.0,45952,,Espagne,Thriller,2010-08-04,Moins de 12 ans,La Fabrique 2,,,0,1,17.0,,
the house that jack built,24387.0,49867,Lars Von Trier,Danemark,Thriller,2018-10-17,Moins de 16 ans,Films du Losange,,,0,0,,Matt Dillon,Uma Thurman
mariage tardif,24488.0,70105,,Israël,Comédie dramatique,2001-10-24,Tous publics,Diaphana,,,0,0,,,
fais-moi des vacances,24642.0,50479,,France,Comédie,2002-01-16,Tous publics,Studiocanal,,,0,1,18.0,,
les hauts murs,24398.0,50076,,France,Drame,2008-04-30,Tous publics,EuropaCorp,,,0,0,,"Carole Bouquet, François Damiens",
arrête ou je continue,24431.0,66232,,France,Comédie,2014-03-05,Tous publics,Films du Losange,,,0,0,,"Mathieu Amalric, Emmanuelle Devos",
de nos frères blessés,24444.0,54925,,France,Drame,2022-03-23,Tous publics,Diaphana,,,0,1,16.0,Vincent Lacoste,
sparring,24464.0,30970,,France,Drame,2018-01-31,Tous publics,EuropaCorp,,,0,0,,Mathieu Kassovitz,
l'immeuble yacoubian,24738.0,96054,,Egypte,Drame,2006-08-23,Tous publics,Bac Films,,,0,0,,,
red rocket,24843.0,65517,,Etats-Unis,Comédie dramatique,2022-02-02,Moins de 12 ans,Le Pacte,,,0,1,20.0,,
sous le tapis,24474.0,61628,,France,Comédie dramatique,2023-07-19,Tous publics,Paname Distribution,,,0,1,15.0,Bérénice Bejo,
amal - un esprit libre,24870.0,58859,,Belgique,Drame,2024-04-17,Tous publics,UFO Distribution,,,0,0,,,
ecarts de conduite,24662.0,37422,,Etats-Unis,Comédie,2002-07-24,Tous publics,Columbia,,,0,0,,Drew Barrymore,
vita & virginia,24893.0,63833,,Grande-Bretagne,Drame,2019-07-10,Tous publics,Pyramide,,,0,2,15.0,,
nos souvenirs brûlés,24823.0,29480,,Etats-Unis,Drame,2008-01-30,Tous publics,Paramount,,,0,0,,"Halle Berry, Benicio Del Toro",Alison Lohman
la passion van gogh,25120.0,101539,,Grande-Bretagne,Animation,2017-10-11,Tous publics,La Belle Company,,,0,1,16.0,,
wrong cops,24849.0,57757,Quentin Dupieux,France,Comédie,2014-03-19,Tous publics,UFO Distribution,,,0,0,,Eric Judor,
"snow, sex & sun",24860.0,41346,,Etats-Unis,Comédie,2002-08-14,Tous publics,GBVI,,,0,1,14.0,,
les magnétiques,25215.0,51898,,France,Drame,2021-11-17,Tous publics,Paname Distribution,,,0,1,19.0,,
le lièvre de vatanen,24897.0,33227,,France,Drame,2006-12-27,Tous publics,Gaumont Sony,,,0,0,,Christophe Lambert,
entre adultes,25104.0,46499,Stéphane Brizé,France,Comédie,2007-02-28,Tous publics,TFM Distribution,,,0,0,,,
pris de court,25112.0,40097,,France,Drame,2017-03-29,Tous publics,Ad vitam,,,0,1,18.0,Virginie Efira,
bullhead,25138.0,69551,,Belgique,Drame,2012-02-22,Moins de 12 ans,Ad vitam,,,0,0,,Matthias Schoenaerts,
un fils,25249.0,52427,,Tunisie,Drame,2020-03-11,Tous publics,Jour2Fête,,,0,2,9.0,,
raja,25151.0,65812,Jacques Doillon,France,Drame,2003-09-03,Tous publics,Films du Losange,,,0,1,14.0,,
un ami parfait,25154.0,36153,,France,Thriller,2006-04-26,Tous publics,Pyramide,,,0,0,,,Carole Bouquet
paul sanchez est revenu!,25208.0,45117,,France,Thriller,2018-07-18,Tous publics,SBS Distribution,,,0,1,20.0,Laurent Lafitte,
comment j'ai rencontré mon père,25217.0,48967,,France,Comédie,2017-06-07,Tous publics,SND,,,0,1,16.0,"Isabelle Carré, François-Xavier Demaison",
la légende du pianiste sur l'océan,25224.0,47915,,Italie,Comédie dramatique,2000-01-12,Tous publics,Metropolitan,,,0,1,14.0,Mélanie Thierry,
maradona,25236.0,40509,Emir Kusturica,Espagne,Documentaire,2008-05-28,Tous publics,Wild Bunch,,,0,0,,,
virgil,25238.0,31069,,France,Comédie dramatique,2005-09-07,Tous publics,Gaumont,,,0,0,,Léa Drucker,
a 5 heures de paris,25421.0,45907,,Israël,Comédie dramatique,2010-06-23,Tous publics,Memento Films,,,0,1,16.0,,
eden (2001),25434.0,55409,,France,Drame,2001-08-29,Tous publics,Cinevia,,,0,1,15.0,,
a l’ombre des filles,25250.0,70094,,France,Comédie,2022-04-13,Tous publics,Ad vitam,,,0,2,16.0,Agnès Jaoui,
"emily dickinson, a quiet passion",25459.0,54463,,Grande-Bretagne,Drame,2017-05-03,Tous publics,Paname Distribution,,,0,0,,,
la ballade de l'impossible,25459.0,58430,,Japon,Drame,2011-05-04,Tous publics,Pretty Pictures,,,0,1,19.0,,
voyez comme ils dansent,25256.0,45662,Claude Miller,France,Drame,2011-08-03,Tous publics,Wild Bunch,,,0,1,18.0,,
un prof pas comme les autres,25470.0,62138,,Allemagne,Comédie,2014-11-12,Tous publics,Océan Films,,,0,0,,,
chasing mavericks,25259.0,28753,Michael Apted,Etats-Unis,Drame,2012-11-28,Tous publics,20th Century Fox,,,0,0,,Gerard Butler,Elisabeth Shue
hit the road,25480.0,77034,,Iran,Drame,2022-04-27,Tous publics,Pyramide,,,0,2,13.0,,
the cut,25397.0,58642,,Allemagne,Drame,2015-01-14,Tous publics,Pyramide,,,0,0,,Tahar Rahim,
profession du père,25406.0,37570,,France,Comédie dramatique,2021-07-28,Tous publics,Ad vitam,,,0,1,18.0,Benoît Poelvoorde,
la nostra vita,25514.0,57041,,Italie,Comédie,2011-04-06,Tous publics,Ad vitam,,,0,1,18.0,,
spirits,25536.0,41187,,Etats-Unis,Horreur,2008-08-27,Tous publics,20th Century Fox,,,0,0,,,
viva la libertà,25568.0,74251,,Italie,Comédie,2014-02-05,Tous publics,Bellissima Films,,,0,0,,,
nés en 68,25640.0,60408,,France,Comédie dramatique,2008-05-21,Tous publics,Pyramide,,,0,0,,,
le mariage de tuya,25841.0,98210,,Chine,Drame,2007-09-19,Tous publics,Pretty Pictures,,,0,0,,,
tabarly,25484.0,93478,,France,Documentaire,2008-06-11,Tous publics,Pathé,,,0,2,17.0,,
dahomey,25854.0,68878,,France,Documentaire,2024-09-11,Tous publics,Films du Losange,,,0,1,19.0,,
le direktor,25492.0,61368,Lars Von Trier,Danemark,Comédie,2007-02-28,Tous publics,Films du Losange,,,0,0,,Jean-Marc Barr,
hijacking,25871.0,66713,,Danemark,Thriller,2013-07-10,Tous publics,Ad vitam,,,0,2,15.0,,
le secret de l'étoile du nord,25886.0,80487,,Norvège,Fantasy,2013-12-11,Tous publics,Condor Distribution,,,0,0,,,
blindness,25808.0,50251,,Japon,Drame,2008-10-08,Tous publics,Pathé,,,0,0,,"Gael Garcia Bernal, Danny Glover, Julianne Moore, Mark Ruffalo",
béliers,25903.0,131183,,Islande,Comédie dramatique,2015-12-09,Tous publics,ARP Selection,,,0,0,,,
lupin iii: the first,25924.0,50149,,Japon,Animation,2020-10-07,Tous publics,Eurozoom,,,0,2,13.0,,
les colons,25953.0,80589,,Chili,Drame,2023-12-20,Tous publics,Sophie Dulac,,,0,1,18.0,,
